name,type,address,city,state,phone,keyword,is_bar,source
Silver BBQ,BBQ,2881 Main St,Roswell,NM,(505) 223-1930,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cantina,Cantina,2742 Jefferson St,Roswell,NM,(505) 956-6449,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver BBQ,BBQ,3596 Front St,Farmington,NM,(505) 418-8412,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,5960 Oak St,Farmington,NM,(505) 279-7652,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,8311 Front St,Farmington,NM,(505) 433-4349,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Sushi,Sushi,5111 River Rd,Hobbs,NM,(505) 687-5813,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,2227 Broadway,Hobbs,NM,(575) 283-6174,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burger,Burger,652 Jefferson St,Hobbs,NM,(575) 303-5480,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,238 Commerce St,Alamogordo,NM,(505) 795-1860,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,9345 Elm St,Alamogordo,NM,(505) 664-8543,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,6919 River Rd,Alamogordo,NM,(505) 422-3360,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,1547 Second St,Portland,OR,(971) 967-4644,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Diner,Diner,2095 Cedar Ave,Portland,OR,(503) 217-5109,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Eatery,Eatery,6138 Second St,Portland,OR,(541) 761-2291,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,7355 Pine St,Salem,OR,(971) 481-9925,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Taqueria,Taqueria,5518 Elm St,Salem,OR,(503) 855-5882,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Diner,Diner,892 Commerce St,Salem,OR,(971) 967-3891,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,1428 Front St,Salem,OR,(503) 502-7634,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cafe,Cafe,7450 Pine St,Eugene,OR,(503) 533-6081,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,686 Commerce St,Eugene,OR,(971) 680-1386,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,346 Highland Ave,Eugene,OR,(503) 744-1275,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cantina,Cantina,8703 River Rd,Eugene,OR,(971) 435-6684,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Diner,Diner,6973 Industrial Blvd,Eugene,OR,(971) 243-8897,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Steakhouse,Steakhouse,3614 Cedar Ave,Eugene,OR,(541) 216-8490,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,5280 Cedar Ave,Gresham,OR,(541) 248-6507,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Restaurant,Restaurant,9541 Front St,Gresham,OR,(541) 428-8483,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Diner,Diner,7345 Front St,Gresham,OR,(541) 994-7847,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,7573 Elm St,Hillsboro,OR,(541) 919-3845,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,9336 Jefferson St,Hillsboro,OR,(971) 768-4864,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Seafood,Seafood,1373 Jefferson St,Beaverton,OR,(503) 723-2966,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,2319 Commerce St,Beaverton,OR,(541) 533-8982,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Eatery,Eatery,5592 Highland Ave,Beaverton,OR,(503) 536-9642,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cafe,Cafe,1709 Industrial Blvd,Bend,OR,(541) 519-8489,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,5014 Washington Blvd,Bend,OR,(541) 921-1432,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,8624 Oak St,Medford,OR,(541) 815-5591,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cafe,Cafe,7479 Pine St,Medford,OR,(503) 651-4186,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,5144 Main St,Springfield,OR,(971) 693-3016,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Diner,Diner,5024 Third St,Springfield,OR,(971) 777-5610,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Restaurant,Restaurant,3661 Commerce St,Springfield,OR,(971) 670-7474,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,7453 Market St,Springfield,OR,(503) 524-7200,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,3911 Elm St,Corvallis,OR,(971) 777-3837,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,6544 First St,Corvallis,OR,(503) 912-5705,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Tacos,Tacos,4617 Third St,Corvallis,OR,(541) 264-7855,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Tacos,Tacos,8170 Industrial Blvd,Seattle,WA,(206) 555-9410,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,4441 Washington Blvd,Seattle,WA,(360) 595-3852,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,2214 Jefferson St,Seattle,WA,(253) 271-4909,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,1488 First St,Seattle,WA,(206) 692-7848,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burritos,Burritos,2308 Cedar Ave,Seattle,WA,(206) 202-4776,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver BBQ,BBQ,6679 First St,Spokane,WA,(425) 219-4165,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,8311 Pine St,Spokane,WA,(253) 657-7791,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Tacos,Tacos,8689 Highland Ave,Spokane,WA,(360) 964-2631,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cantina,Cantina,9777 Pine St,Spokane,WA,(509) 958-2881,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Chophouse,Chophouse,1432 Market St,Spokane,WA,(509) 817-1114,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Sushi,Sushi,7843 Broadway,Tacoma,WA,(360) 446-4878,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver BBQ,BBQ,2696 Third St,Tacoma,WA,(509) 864-9164,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,6635 Market St,Tacoma,WA,(206) 957-8709,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,7621 Main St,Tacoma,WA,(425) 459-9425,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Taqueria,Taqueria,1689 Pine St,Vancouver,WA,(509) 677-8602,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cafe,Cafe,3658 Third St,Vancouver,WA,(509) 628-9977,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Seafood,Seafood,4024 Cedar Ave,Vancouver,WA,(509) 313-1615,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,1850 River Rd,Bellevue,WA,(360) 781-4305,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Chophouse,Chophouse,9141 Front St,Bellevue,WA,(253) 780-3688,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cafe,Cafe,5940 Highland Ave,Bellevue,WA,(425) 476-7400,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burger,Burger,3090 Washington Blvd,Bellevue,WA,(206) 573-1987,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,550 Pine St,Kent,WA,(509) 295-1075,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Chophouse,Chophouse,8984 Maple Ave,Kent,WA,(509) 566-8801,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Grill,Grill,7300 Industrial Blvd,Kent,WA,(425) 237-2067,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Tacos,Tacos,1376 River Rd,Kent,WA,(509) 868-8576,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,5031 Third St,Kent,WA,(425) 936-3806,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Restaurant,Restaurant,5271 River Rd,Kent,WA,(360) 383-3071,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cantina,Cantina,4413 Elm St,Kent,WA,(360) 714-9359,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,5396 Third St,Everett,WA,(206) 969-5003,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,2940 Industrial Blvd,Everett,WA,(206) 275-9285,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cantina,Cantina,1832 Second St,Everett,WA,(425) 216-8873,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver BBQ,BBQ,8911 Market St,Everett,WA,(425) 557-6598,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Tacos,Tacos,8498 First St,Renton,WA,(509) 346-3980,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,7410 Jefferson St,Renton,WA,(425) 718-3328,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Restaurant,Restaurant,4168 Main St,Renton,WA,(206) 958-6258,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Diner,Diner,5429 Washington Blvd,Renton,WA,(509) 713-9394,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Sushi,Sushi,168 Washington Blvd,Renton,WA,(206) 488-6025,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,9030 Jefferson St,Renton,WA,(509) 652-4059,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver BBQ,BBQ,5150 Third St,Renton,WA,(253) 721-4717,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burritos,Burritos,2756 Market St,Yakima,WA,(425) 372-5197,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,3041 Washington Blvd,Yakima,WA,(253) 540-1941,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burger,Burger,2424 Market St,Yakima,WA,(425) 371-4626,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,5317 Second St,Federal Way,WA,(425) 539-4937,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver BBQ,BBQ,8887 River Rd,Federal Way,WA,(253) 797-1530,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,3477 Maple Ave,Federal Way,WA,(206) 255-7725,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,2191 Commerce St,Federal Way,WA,(253) 742-7796,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,6324 Commerce St,Federal Way,WA,(206) 217-9434,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Steakhouse,Steakhouse,8940 Pine St,Federal Way,WA,(253) 995-5871,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,4209 Main St,Federal Way,WA,(360) 935-7160,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Taqueria,Taqueria,5235 Industrial Blvd,Federal Way,WA,(253) 926-6946,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,816 Washington Blvd,Spokane Valley,WA,(360) 749-1866,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Taqueria,Taqueria,9778 Cedar Ave,Spokane Valley,WA,(425) 350-8968,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,3735 First St,Spokane Valley,WA,(425) 613-3503,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Steakhouse,Steakhouse,2559 River Rd,Spokane Valley,WA,(425) 429-6549,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,628 Oak St,Bellingham,WA,(360) 287-5565,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,7926 Cedar Ave,Bellingham,WA,(425) 896-3425,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,9130 Broadway,Bellingham,WA,(253) 205-5717,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Steakhouse,Steakhouse,6218 Pine St,Las Vegas,NV,(725) 402-3116,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,1070 First St,Las Vegas,NV,(725) 269-3752,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,1503 Pine St,Las Vegas,NV,(702) 815-4890,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,3620 Jefferson St,Las Vegas,NV,(702) 729-2219,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Taqueria,Taqueria,2947 Main St,Henderson,NV,(702) 553-3514,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,4703 River Rd,Henderson,NV,(775) 698-6671,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burger,Burger,2510 Commerce St,Henderson,NV,(702) 493-8446,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,9248 Commerce St,Henderson,NV,(725) 300-8669,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Grill,Grill,9434 Main St,Henderson,NV,(725) 799-6849,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,3915 Front St,Henderson,NV,(775) 959-2457,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bistro,Bistro,7917 Oak St,Reno,NV,(775) 583-2447,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Chophouse,Chophouse,4942 Industrial Blvd,Reno,NV,(775) 923-2939,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cafe,Cafe,7648 Jefferson St,Reno,NV,(775) 598-4313,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Kitchen,Kitchen,4580 Pine St,Reno,NV,(725) 662-6072,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,2092 Maple Ave,Reno,NV,(702) 729-4198,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,1651 Market St,Reno,NV,(725) 432-9841,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,7728 Pine St,Reno,NV,(775) 334-7105,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Seafood,Seafood,536 Elm St,Reno,NV,(725) 337-2712,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burritos,Burritos,7190 Main St,North Las Vegas,NV,(725) 693-3548,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Coffee,Coffee,3785 Commerce St,North Las Vegas,NV,(702) 218-2470,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burger,Burger,8333 Broadway,Enterprise,NV,(702) 641-9150,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,1541 Elm St,Enterprise,NV,(775) 796-7466,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Tacos,Tacos,1953 Maple Ave,Enterprise,NV,(702) 879-6816,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Chophouse,Chophouse,4530 Highland Ave,Spring Valley,NV,(702) 768-2990,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bakery,Bakery,1500 River Rd,Sunrise Manor,NV,(702) 693-2234,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Seafood,Seafood,4899 Front St,Sunrise Manor,NV,(775) 624-4249,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Pizza,Pizza,4622 Jefferson St,Carson City,NV,(725) 588-7910,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,2330 Highland Ave,Carson City,NV,(702) 960-6916,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Burritos,Burritos,8098 Washington Blvd,Carson City,NV,(775) 867-9931,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Sushi,Sushi,2474 Cedar Ave,Sparks,NV,(775) 955-3845,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Roadhouse,Roadhouse,5355 Oak St,Sparks,NV,(725) 707-1730,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Grill,Grill,4358 Pine St,Sparks,NV,(725) 936-7407,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,3287 Washington Blvd,Sparks,NV,(725) 642-8553,silver,False,MULTI_STATE_restaurants_20260428_0344.csv
Silver Bar & Grill,Bar & Grill,9537 Jefferson St,Sparks,NV,(702) 719-3820,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Cantina,Cantina,4232 Jefferson St,Sparks,NV,(702) 711-4798,silver,True,MULTI_STATE_restaurants_20260428_0344.csv
Silver Smokehouse,Smokehouse,229 Washington Blvd,Houston,TX,(281) 797-1308,silver,False,TX_restaurants_20260428.csv
Silver Bakery,Bakery,6475 First St,Houston,TX,(214) 529-5543,silver,False,TX_restaurants_20260428.csv
Silver Coffee,Coffee,3927 Industrial Blvd,Houston,TX,(956) 389-4034,silver,False,TX_restaurants_20260428.csv
Silver Burger,Burger,671 Market St,Houston,TX,(469) 506-1297,silver,False,TX_restaurants_20260428.csv
Silver Taqueria,Taqueria,9331 Cedar Ave,Houston,TX,(210) 473-6254,silver,False,TX_restaurants_20260428.csv
Silver Grill,Grill,7398 Highland Ave,Houston,TX,(512) 250-7596,silver,True,TX_restaurants_20260428.csv
Silver Eatery,Eatery,3513 Main St,Houston,TX,(832) 736-7407,silver,False,TX_restaurants_20260428.csv
Silver Bar & Grill,Bar & Grill,7180 Main St,Houston,TX,(281) 441-7863,silver,True,TX_restaurants_20260428.csv
Silver Roadhouse,Roadhouse,9804 Pine St,Houston,TX,(469) 369-4057,silver,True,TX_restaurants_20260428.csv
Silver Bakery,Bakery,6787 Second St,San Antonio,TX,(956) 552-5956,silver,False,TX_restaurants_20260428.csv
Silver Steakhouse,Steakhouse,4254 Pine St,San Antonio,TX,(281) 678-4097,silver,False,TX_restaurants_20260428.csv
Silver Restaurant,Restaurant,2789 Broadway,San Antonio,TX,(214) 442-9748,silver,False,TX_restaurants_20260428.csv
Silver Cafe,Cafe,4588 River Rd,San Antonio,TX,(972) 386-9452,silver,False,TX_restaurants_20260428.csv
Silver Kitchen,Kitchen,4062 First St,San Antonio,TX,(214) 596-3182,silver,False,TX_restaurants_20260428.csv
Silver Chophouse,Chophouse,5171 Second St,San Antonio,TX,(469) 652-2843,silver,False,TX_restaurants_20260428.csv
Silver Eatery,Eatery,7931 First St,San Antonio,TX,(469) 580-9846,silver,False,TX_restaurants_20260428.csv
Silver Steakhouse,Steakhouse,5713 Elm St,Dallas,TX,(956) 632-8811,silver,False,TX_restaurants_20260428.csv
Silver Seafood,Seafood,5556 Oak St,Dallas,TX,(281) 673-4430,silver,False,TX_restaurants_20260428.csv
Silver BBQ,BBQ,5406 Jefferson St,Dallas,TX,(915) 893-4328,silver,False,TX_restaurants_20260428.csv
Silver Diner,Diner,4892 River Rd,Dallas,TX,(210) 525-7168,silver,False,TX_restaurants_20260428.csv
Silver Smokehouse,Smokehouse,9231 Commerce St,Dallas,TX,(713) 253-9149,silver,False,TX_restaurants_20260428.csv
Silver Restaurant,Restaurant,5687 Washington Blvd,Dallas,TX,(972) 802-7820,silver,False,TX_restaurants_20260428.csv
Silver Bar & Grill,Bar & Grill,5393 Second St,Dallas,TX,(915) 603-4883,silver,True,TX_restaurants_20260428.csv
Silver Pizza,Pizza,7405 Cedar Ave,Austin,TX,(832) 663-1421,silver,False,TX_restaurants_20260428.csv
Silver Taqueria,Taqueria,8812 Second St,Austin,TX,(469) 452-3927,silver,False,TX_restaurants_20260428.csv
Silver Diner,Diner,646 Elm St,Austin,TX,(713) 259-3790,silver,False,TX_restaurants_20260428.csv
Silver Burritos,Burritos,900 First St,Austin,TX,(281) 409-3745,silver,False,TX_restaurants_20260428.csv
Silver Eatery,Eatery,9840 First St,Austin,TX,(281) 333-2182,silver,False,TX_restaurants_20260428.csv
Silver Bakery,Bakery,1807 Front St,Austin,TX,(832) 826-6078,silver,False,TX_restaurants_20260428.csv
Silver Bistro,Bistro,7721 River Rd,Austin,TX,(972) 844-2608,silver,False,TX_restaurants_20260428.csv
Silver Sushi,Sushi,5589 Oak St,Fort Worth,TX,(512) 634-7642,silver,False,TX_restaurants_20260428.csv
Silver Restaurant,Restaurant,2329 Second St,Fort Worth,TX,(210) 277-8035,silver,False,TX_restaurants_20260428.csv
Silver Grill,Grill,4331 Pine St,Fort Worth,TX,(806) 904-8663,silver,True,TX_restaurants_20260428.csv
Silver Tacos,Tacos,7658 Market St,Fort Worth,TX,(915) 681-2961,silver,False,TX_restaurants_20260428.csv
Silver Taqueria,Taqueria,9968 Jefferson St,Fort Worth,TX,(972) 408-4580,silver,False,TX_restaurants_20260428.csv
Silver Cafe,Cafe,283 Third St,Fort Worth,TX,(832) 560-4972,silver,False,TX_restaurants_20260428.csv
Silver BBQ,BBQ,8507 Highland Ave,Fort Worth,TX,(214) 651-5845,silver,False,TX_restaurants_20260428.csv
Silver Bistro,Bistro,3116 Second St,Fort Worth,TX,(512) 558-7810,silver,False,TX_restaurants_20260428.csv
Silver Roadhouse,Roadhouse,4402 Industrial Blvd,Fort Worth,TX,(469) 373-1842,silver,True,TX_restaurants_20260428.csv
Silver Sushi,Sushi,3634 First St,El Paso,TX,(806) 863-7651,silver,False,TX_restaurants_20260428.csv
Silver Bakery,Bakery,4066 Oak St,El Paso,TX,(832) 750-9996,silver,False,TX_restaurants_20260428.csv
Silver Burritos,Burritos,4393 Industrial Blvd,El Paso,TX,(713) 673-7766,silver,False,TX_restaurants_20260428.csv
Silver Pizza,Pizza,2819 Maple Ave,El Paso,TX,(956) 910-4363,silver,False,TX_restaurants_20260428.csv
Silver Chophouse,Chophouse,7863 Main St,El Paso,TX,(713) 633-7314,silver,False,TX_restaurants_20260428.csv
Silver Kitchen,Kitchen,8035 Broadway,Arlington,TX,(956) 529-4665,silver,False,TX_restaurants_20260428.csv
Silver Sushi,Sushi,335 River Rd,Arlington,TX,(832) 918-5180,silver,False,TX_restaurants_20260428.csv
Silver Tacos,Tacos,3588 Second St,Arlington,TX,(713) 631-5311,silver,False,TX_restaurants_20260428.csv
Silver Diner,Diner,8031 Maple Ave,Arlington,TX,(469) 750-4529,silver,False,TX_restaurants_20260428.csv
Silver Bakery,Bakery,3141 Second St,Arlington,TX,(281) 843-8163,silver,False,TX_restaurants_20260428.csv
Silver Burritos,Burritos,3564 Industrial Blvd,Arlington,TX,(210) 549-9887,silver,False,TX_restaurants_20260428.csv
Silver Bar & Grill,Bar & Grill,3459 Washington Blvd,Arlington,TX,(281) 710-4826,silver,True,TX_restaurants_20260428.csv
Silver Pizza,Pizza,262 Washington Blvd,Corpus Christi,TX,(281) 528-5510,silver,False,TX_restaurants_20260428.csv
Silver Cantina,Cantina,9382 Highland Ave,Corpus Christi,TX,(713) 834-9363,silver,True,TX_restaurants_20260428.csv
Silver Coffee,Coffee,2576 Front St,Corpus Christi,TX,(806) 498-8624,silver,False,TX_restaurants_20260428.csv
Silver BBQ,BBQ,9947 Elm St,Corpus Christi,TX,(210) 548-8183,silver,False,TX_restaurants_20260428.csv
Silver Burger,Burger,4309 Front St,Corpus Christi,TX,(512) 629-6475,silver,False,TX_restaurants_20260428.csv
Silver Roadhouse,Roadhouse,9342 First St,Corpus Christi,TX,(806) 929-2260,silver,True,TX_restaurants_20260428.csv
Silver Steakhouse,Steakhouse,9017 Maple Ave,Corpus Christi,TX,(713) 395-9130,silver,False,TX_restaurants_20260428.csv
Silver Diner,Diner,1478 Highland Ave,Corpus Christi,TX,(469) 600-7201,silver,False,TX_restaurants_20260428.csv
Silver BBQ,BBQ,6166 Third St,Plano,TX,(713) 216-6889,silver,False,TX_restaurants_20260428.csv
Silver Kitchen,Kitchen,569 Cedar Ave,Plano,TX,(806) 997-6296,silver,False,TX_restaurants_20260428.csv
Silver Smokehouse,Smokehouse,1013 Third St,Plano,TX,(915) 638-4413,silver,False,TX_restaurants_20260428.csv
Silver Chophouse,Chophouse,5274 First St,Plano,TX,(214) 319-2977,silver,False,TX_restaurants_20260428.csv
Silver Taqueria,Taqueria,8087 Commerce St,Plano,TX,(210) 226-5187,silver,False,TX_restaurants_20260428.csv
Silver Coffee,Coffee,6740 River Rd,Plano,TX,(214) 895-7293,silver,False,TX_restaurants_20260428.csv
Silver Diner,Diner,4314 Cedar Ave,Plano,TX,(956) 709-7888,silver,False,TX_restaurants_20260428.csv
Silver Bakery,Bakery,1270 Elm St,Plano,TX,(469) 517-9675,silver,False,TX_restaurants_20260428.csv
Silver Roadhouse,Roadhouse,970 Second St,Lubbock,TX,(915) 758-1479,silver,True,TX_restaurants_20260428.csv
Silver Restaurant,Restaurant,2129 Cedar Ave,Lubbock,TX,(956) 698-4778,silver,False,TX_restaurants_20260428.csv
Silver Seafood,Seafood,4869 Industrial Blvd,Lubbock,TX,(512) 473-2405,silver,False,TX_restaurants_20260428.csv
Silver Smokehouse,Smokehouse,9662 Industrial Blvd,Lubbock,TX,(210) 319-1421,silver,False,TX_restaurants_20260428.csv
Silver Kitchen,Kitchen,5311 Third St,Lubbock,TX,(832) 561-3382,silver,False,TX_restaurants_20260428.csv
Silver Pizza,Pizza,8138 Maple Ave,Lubbock,TX,(214) 693-2568,silver,False,TX_restaurants_20260428.csv
Silver Roadhouse,Roadhouse,8654 Oak St,Irving,TX,(713) 545-7621,silver,True,TX_restaurants_20260428.csv
Silver Diner,Diner,3553 Commerce St,Irving,TX,(713) 214-1217,silver,False,TX_restaurants_20260428.csv
Silver Bakery,Bakery,8177 Commerce St,Irving,TX,(214) 441-9400,silver,False,TX_restaurants_20260428.csv
Silver Sushi,Sushi,1085 Washington Blvd,Irving,TX,(915) 947-5192,silver,False,TX_restaurants_20260428.csv
Silver Kitchen,Kitchen,2998 First St,Irving,TX,(972) 770-8086,silver,False,TX_restaurants_20260428.csv
