business_name,category,address,city,province_state,postal_code,phone,country,source,date_scraped,region,sub_region,cities,naics_code,tax_id,employee_count,status,lead_score,enriched_date
Acadian IT Services Group,IT Services,1258 Mountain Ave,Moncton,New Brunswick,E1C 1Y9,506-238-7342,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201673,Canada,New Brunswick,"Fredericton, Moncton, Saint John",96789,,1-10,Active,85,2026-05-07T20:59:03.792976
Acadian Fishing Group,Fishing,1279 Mountain Ave,Moncton,New Brunswick,E1C 9C8,506-399-3466,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201678,Canada,New Brunswick,"Fredericton, Moncton, Saint John",82808,,51-200,Active,85,2026-05-07T20:59:03.792983
Hub City Professional Services Services,Professional Services,1556 Elmwood Ave,Moncton,New Brunswick,E1C 2H1,506-586-6934,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201684,Canada,New Brunswick,"Fredericton, Moncton, Saint John",83505,,51-200,Active,85,2026-05-07T20:59:03.792990
Moncton Energy Services,Energy,573 Killam Ave,Moncton,New Brunswick,E1C 7J7,506-383-3523,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201689,Canada,New Brunswick,"Fredericton, Moncton, Saint John",60446,,51-200,Active,85,2026-05-07T20:59:03.792997
Tidal Fishing Ltd,Fishing,1992 St. George Ave,Moncton,New Brunswick,E1C 1Z4,506-955-9326,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201694,Canada,New Brunswick,"Fredericton, Moncton, Saint John",53497,,51-200,Active,85,2026-05-07T20:59:03.793004
Tidal Retail Group,Retail,689 St. George Ave,Moncton,New Brunswick,E1C 4Q5,506-579-4162,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201702,Canada,New Brunswick,"Fredericton, Moncton, Saint John",35496,,1-10,Active,100,2026-05-07T20:59:03.793031
Tidal Energy Services,Energy,1610 Main Ave,Moncton,New Brunswick,E1C 7J9,506-711-2060,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201707,Canada,New Brunswick,"Fredericton, Moncton, Saint John",77208,,200+,Active,85,2026-05-07T20:59:03.793048
Acadian Forestry Ltd,Forestry,1492 St. George Ave,Moncton,New Brunswick,E1C 3C2,506-984-4274,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201712,Canada,New Brunswick,"Fredericton, Moncton, Saint John",37135,,200+,Active,85,2026-05-07T20:59:03.793056
Acadian Fishing Enterprises,Fishing,1472 Killam Ave,Moncton,New Brunswick,E1C 3R7,506-373-7489,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201720,Canada,New Brunswick,"Fredericton, Moncton, Saint John",25500,,11-50,Active,85,2026-05-07T20:59:03.793063
Hub City Fishing Enterprises,Fishing,61 Killam Ave,Moncton,New Brunswick,E1C 6S9,506-276-8770,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201725,Canada,New Brunswick,"Fredericton, Moncton, Saint John",70103,,11-50,Active,85,2026-05-07T20:59:03.793115
Moncton Retail Inc,Retail,1032 Main Ave,Moncton,New Brunswick,E1C 9Q8,506-415-3342,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201733,Canada,New Brunswick,"Fredericton, Moncton, Saint John",49938,,51-200,Active,100,2026-05-07T20:59:03.793122
Acadian IT Services Ltd,IT Services,1706 Main Ave,Moncton,New Brunswick,E1C 4N5,506-293-7902,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201739,Canada,New Brunswick,"Fredericton, Moncton, Saint John",56629,,200+,Active,85,2026-05-07T20:59:03.793133
Moncton Retail Services,Retail,330 Main Ave,Moncton,New Brunswick,E1C 2L5,506-885-9957,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201747,Canada,New Brunswick,"Fredericton, Moncton, Saint John",13231,,51-200,Active,100,2026-05-07T20:59:03.793139
Acadian Professional Services Group,Professional Services,1876 St. George Ave,Moncton,New Brunswick,E1C 9G8,506-418-6864,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201755,Canada,New Brunswick,"Fredericton, Moncton, Saint John",24344,,11-50,Active,85,2026-05-07T20:59:03.793150
Moncton Construction Group,Construction,1173 Elmwood Ave,Moncton,New Brunswick,E1C 4M4,506-352-3164,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201763,Canada,New Brunswick,"Fredericton, Moncton, Saint John",57176,,11-50,Active,85,2026-05-07T20:59:03.793157
Tidal Energy Services,Energy,1184 Elmwood Ave,Moncton,New Brunswick,E1C 5Z8,506-598-6960,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201772,Canada,New Brunswick,"Fredericton, Moncton, Saint John",73049,,11-50,Active,85,2026-05-07T20:59:03.793167
Tidal Forestry Ltd,Forestry,9 St. George Ave,Moncton,New Brunswick,E1C 2W5,506-882-4952,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201783,Canada,New Brunswick,"Fredericton, Moncton, Saint John",80788,,1-10,Active,85,2026-05-07T20:59:03.793175
Hub City Professional Services Enterprises,Professional Services,200 Main Ave,Moncton,New Brunswick,E1C 4E2,506-703-2188,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201790,Canada,New Brunswick,"Fredericton, Moncton, Saint John",70097,,51-200,Active,85,2026-05-07T20:59:03.793182
Tidal Manufacturing Enterprises,Manufacturing,2474 Elmwood Ave,Moncton,New Brunswick,E1C 5D2,506-346-9615,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201798,Canada,New Brunswick,"Fredericton, Moncton, Saint John",96533,,1-10,Active,85,2026-05-07T20:59:03.793189
Moncton Construction Inc,Construction,993 St. George Ave,Moncton,New Brunswick,E1C 4S2,506-250-8269,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201805,Canada,New Brunswick,"Fredericton, Moncton, Saint John",69129,,51-200,Active,85,2026-05-07T20:59:03.793196
Acadian Professional Services Inc,Professional Services,2257 Elmwood Ave,Moncton,New Brunswick,E1C 1Q5,506-479-6684,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201816,Canada,New Brunswick,"Fredericton, Moncton, Saint John",28565,,1-10,Active,85,2026-05-07T20:59:03.793204
Acadian IT Services Enterprises,IT Services,1286 Elmwood Ave,Moncton,New Brunswick,E1C 1F3,506-652-1690,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201824,Canada,New Brunswick,"Fredericton, Moncton, Saint John",93854,,200+,Active,85,2026-05-07T20:59:03.793211
Moncton Retail Ltd,Retail,1739 Elmwood Ave,Moncton,New Brunswick,E1C 5M1,506-425-7266,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201830,Canada,New Brunswick,"Fredericton, Moncton, Saint John",60883,,1-10,Active,100,2026-05-07T20:59:03.793217
Hub City Energy Enterprises,Energy,1428 Main Ave,Moncton,New Brunswick,E1C 2Q3,506-400-6305,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201836,Canada,New Brunswick,"Fredericton, Moncton, Saint John",91798,,200+,Active,85,2026-05-07T20:59:03.793224
Acadian Retail Services,Retail,2080 Main Ave,Moncton,New Brunswick,E1C 5I1,506-975-2201,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201843,Canada,New Brunswick,"Fredericton, Moncton, Saint John",14874,,1-10,Active,100,2026-05-07T20:59:03.793234
Tidal Construction Group,Construction,2440 Killam Ave,Moncton,New Brunswick,E1C 3T2,506-258-8857,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201852,Canada,New Brunswick,"Fredericton, Moncton, Saint John",31540,,51-200,Active,85,2026-05-07T20:59:03.793248
Tidal Professional Services Services,Professional Services,1843 Main Ave,Moncton,New Brunswick,E1C 4P7,506-799-9722,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201865,Canada,New Brunswick,"Fredericton, Moncton, Saint John",48166,,200+,Active,85,2026-05-07T20:59:03.793265
Acadian Retail Services,Retail,1290 Mountain Ave,Moncton,New Brunswick,E1C 7B9,506-666-9441,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201872,Canada,New Brunswick,"Fredericton, Moncton, Saint John",83008,,200+,Active,100,2026-05-07T20:59:03.793272
Saint John Energy Corp,Energy,1319 Water St,Saint John,New Brunswick,E2L 1K6,506-710-4525,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201884,Canada,New Brunswick,"Fredericton, Moncton, Saint John",35808,,51-200,Active,85,2026-05-07T20:59:03.793279
Fundy IT Services Inc,IT Services,1119 Union St,Saint John,New Brunswick,E2L 2Q2,506-488-3351,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201893,Canada,New Brunswick,"Fredericton, Moncton, Saint John",32250,,200+,Active,85,2026-05-07T20:59:03.793286
Fundy Manufacturing Enterprises,Manufacturing,19 King St,Saint John,New Brunswick,E2L 4Y4,506-921-8442,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201904,Canada,New Brunswick,"Fredericton, Moncton, Saint John",45298,,1-10,Active,85,2026-05-07T20:59:03.793293
Port City Fishing Services,Fishing,1342 Prince William St,Saint John,New Brunswick,E2L 7I2,506-514-2741,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201912,Canada,New Brunswick,"Fredericton, Moncton, Saint John",40643,,11-50,Active,85,2026-05-07T20:59:03.793300
Saint John Forestry Inc,Forestry,1393 Prince William St,Saint John,New Brunswick,E2L 4L7,506-892-8855,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201919,Canada,New Brunswick,"Fredericton, Moncton, Saint John",89424,,1-10,Active,85,2026-05-07T20:59:03.793307
Fundy Tourism Corp,Tourism,1243 Water St,Saint John,New Brunswick,E2L 9I1,506-250-6843,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201927,Canada,New Brunswick,"Fredericton, Moncton, Saint John",63443,,200+,Active,100,2026-05-07T20:59:03.793314
Fundy Forestry Enterprises,Forestry,658 Germain St,Saint John,New Brunswick,E2L 7V4,506-629-3104,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201939,Canada,New Brunswick,"Fredericton, Moncton, Saint John",62684,,51-200,Active,85,2026-05-07T20:59:03.793321
Port City Retail Inc,Retail,1557 Water St,Saint John,New Brunswick,E2L 9D1,506-513-4151,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201947,Canada,New Brunswick,"Fredericton, Moncton, Saint John",26490,,200+,Active,100,2026-05-07T20:59:03.793332
Fundy Construction Ltd,Construction,824 Water St,Saint John,New Brunswick,E2L 6K9,506-902-2864,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201955,Canada,New Brunswick,"Fredericton, Moncton, Saint John",18323,,11-50,Active,85,2026-05-07T20:59:03.793343
Fundy Construction Services,Construction,1150 Water St,Saint John,New Brunswick,E2L 6P8,506-387-8565,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201962,Canada,New Brunswick,"Fredericton, Moncton, Saint John",16697,,200+,Active,85,2026-05-07T20:59:03.793350
Fundy IT Services Enterprises,IT Services,1880 Union St,Saint John,New Brunswick,E2L 1N9,506-636-4918,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201969,Canada,New Brunswick,"Fredericton, Moncton, Saint John",20673,,1-10,Active,85,2026-05-07T20:59:03.793357
Bay Forestry Ltd,Forestry,625 Prince William St,Saint John,New Brunswick,E2L 7O6,506-501-3625,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201977,Canada,New Brunswick,"Fredericton, Moncton, Saint John",90573,,200+,Active,85,2026-05-07T20:59:03.793364
Port City Forestry Enterprises,Forestry,1421 Water St,Saint John,New Brunswick,E2L 3K7,506-905-6559,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201987,Canada,New Brunswick,"Fredericton, Moncton, Saint John",36429,,1-10,Active,85,2026-05-07T20:59:03.793375
Fundy Energy Inc,Energy,1951 Union St,Saint John,New Brunswick,E2L 9M8,506-409-2062,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201995,Canada,New Brunswick,"Fredericton, Moncton, Saint John",98308,,51-200,Active,85,2026-05-07T20:59:03.793382
Saint John Manufacturing Services,Manufacturing,546 Germain St,Saint John,New Brunswick,E2L 9F9,506-674-7891,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202012,Canada,New Brunswick,"Fredericton, Moncton, Saint John",72805,,1-10,Active,85,2026-05-07T20:59:03.793389
Port City Professional Services Enterprises,Professional Services,1773 Union St,Saint John,New Brunswick,E2L 2C7,506-311-7066,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202021,Canada,New Brunswick,"Fredericton, Moncton, Saint John",48522,,200+,Active,85,2026-05-07T20:59:03.793429
Fundy Professional Services Ltd,Professional Services,1169 Germain St,Saint John,New Brunswick,E2L 5D7,506-206-5420,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202029,Canada,New Brunswick,"Fredericton, Moncton, Saint John",65152,,1-10,Active,85,2026-05-07T20:59:03.793437
Saint John Energy Ltd,Energy,599 Germain St,Saint John,New Brunswick,E2L 7K1,506-458-6027,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202037,Canada,New Brunswick,"Fredericton, Moncton, Saint John",31545,,1-10,Active,85,2026-05-07T20:59:03.793448
Saint John IT Services Inc,IT Services,954 Water St,Saint John,New Brunswick,E2L 3E1,506-723-8684,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202045,Canada,New Brunswick,"Fredericton, Moncton, Saint John",25478,,200+,Active,85,2026-05-07T20:59:03.793459
Fundy Construction Ltd,Construction,1528 Water St,Saint John,New Brunswick,E2L 2H1,506-283-4411,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202052,Canada,New Brunswick,"Fredericton, Moncton, Saint John",52117,,51-200,Active,85,2026-05-07T20:59:03.793469
Saint John Fishing Inc,Fishing,1643 Germain St,Saint John,New Brunswick,E2L 1P5,506-639-8613,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202060,Canada,New Brunswick,"Fredericton, Moncton, Saint John",36022,,11-50,Active,85,2026-05-07T20:59:03.793476
Saint John Fishing Ltd,Fishing,1174 Water St,Saint John,New Brunswick,E2L 5M6,506-976-2282,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202067,Canada,New Brunswick,"Fredericton, Moncton, Saint John",53337,,11-50,Active,85,2026-05-07T20:59:03.793483
Bay Retail Services,Retail,1011 King St,Saint John,New Brunswick,E2L 7J9,506-606-7130,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202082,Canada,New Brunswick,"Fredericton, Moncton, Saint John",58776,,11-50,Active,100,2026-05-07T20:59:03.793489
Bay Tourism Inc,Tourism,519 Union St,Saint John,New Brunswick,E2L 2A9,506-947-8455,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202089,Canada,New Brunswick,"Fredericton, Moncton, Saint John",30786,,200+,Active,100,2026-05-07T20:59:03.793652
Bay Forestry Corp,Forestry,1640 Water St,Saint John,New Brunswick,E2L 7P1,506-476-6826,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202100,Canada,New Brunswick,"Fredericton, Moncton, Saint John",85611,,1-10,Active,85,2026-05-07T20:59:03.793663
Centro Sur Aeronáutica S. de R.L.,Aeronáutica,1074 Corregidora,Querétaro,Querétaro,76370,442-170-9975,México,Registro Público de Querétaro,2026-05-07T20:56:56.259833,Mexico,Querétaro,Querétaro,,IFD950878NP,11-50,Activo,85,2026-05-07T20:59:03.793751
Santiago Logística S.A. de C.V.,Logística,1653 Corregidora,Querétaro,Querétaro,76678,442-707-5320,México,Registro Público de Querétaro,2026-05-07T20:56:56.259846,Mexico,Querétaro,Querétaro,,ALI598792LP,200+,Activo,85,2026-05-07T20:59:03.793761
Centro Sur Servicios S.A. de C.V.,Servicios,1838 Bernal,Querétaro,Querétaro,76963,442-498-6321,México,Registro Público de Querétaro,2026-05-07T20:56:56.259861,Mexico,Querétaro,Querétaro,,JZQ164695VM,1-10,Activo,85,2026-05-07T20:59:03.793776
Santiago Logística S.A. de C.V.,Logística,265 Universidad,Querétaro,Querétaro,76068,442-345-6052,México,Registro Público de Querétaro,2026-05-07T20:56:56.259869,Mexico,Querétaro,Querétaro,,SLG309775VV,1-10,Activo,85,2026-05-07T20:59:03.793785
Santiago Servicios S.A. de C.V.,Servicios,1077 Corregidora,Querétaro,Querétaro,76578,442-492-8790,México,Registro Público de Querétaro,2026-05-07T20:56:56.259875,Mexico,Querétaro,Querétaro,,LAV360470MP,1-10,Activo,85,2026-05-07T20:59:03.793800
Bicentenario Alimentos S. de R.L.,Alimentos,1293 Universidad,Querétaro,Querétaro,76619,442-939-2683,México,Registro Público de Querétaro,2026-05-07T20:56:56.259882,Mexico,Querétaro,Querétaro,,QEI718291TD,11-50,Activo,100,2026-05-07T20:59:03.793809
San Pablo Servicios S. de R.L.,Servicios,433 Bernal,Querétaro,Querétaro,76379,442-608-9912,México,Registro Público de Querétaro,2026-05-07T20:56:56.259888,Mexico,Querétaro,Querétaro,,CDC436704CF,1-10,Activo,85,2026-05-07T20:59:03.793816
El Marqués Aeronáutica Industrial,Aeronáutica,208 Bernal,Querétaro,Querétaro,76459,442-491-7835,México,Registro Público de Querétaro,2026-05-07T20:56:56.259894,Mexico,Querétaro,Querétaro,,ETD527269UG,11-50,Activo,85,2026-05-07T20:59:03.793829
Santiago Alimentos Servicios,Alimentos,44 Bernal,Querétaro,Querétaro,76402,442-804-2371,México,Registro Público de Querétaro,2026-05-07T20:56:56.259900,Mexico,Querétaro,Querétaro,,MFQ132763LS,200+,Activo,100,2026-05-07T20:59:03.793836
Juriquilla Automotriz S. de R.L.,Automotriz,164 Paseo,Querétaro,Querétaro,76474,442-619-4191,México,Registro Público de Querétaro,2026-05-07T20:56:56.259907,Mexico,Querétaro,Querétaro,,ZQO708744GL,51-200,Activo,85,2026-05-07T20:59:03.793844
Corregidora Alimentos Aeroespacial,Alimentos,242 Pasteur,Querétaro,Querétaro,76449,442-331-6772,México,Registro Público de Querétaro,2026-05-07T20:56:56.259913,Mexico,Querétaro,Querétaro,,SHU374150YI,51-200,Activo,100,2026-05-07T20:59:03.793851
El Marqués Aeronáutica S. de R.L.,Aeronáutica,1550 Tecnológico,Querétaro,Querétaro,76174,442-477-3644,México,Registro Público de Querétaro,2026-05-07T20:56:56.259923,Mexico,Querétaro,Querétaro,,GJI599499QG,51-200,Activo,85,2026-05-07T20:59:03.793864
Corregidora Tecnología Aeroespacial,Tecnología,1862 Universidad,Querétaro,Querétaro,76947,442-238-6123,México,Registro Público de Querétaro,2026-05-07T20:56:56.259932,Mexico,Querétaro,Querétaro,,APA185608HG,200+,Activo,85,2026-05-07T20:59:03.793876
San Pablo Construcción S. de R.L.,Construcción,1559 Universidad,Querétaro,Querétaro,76682,442-742-9349,México,Registro Público de Querétaro,2026-05-07T20:56:56.259938,Mexico,Querétaro,Querétaro,,JVK544909RH,200+,Activo,85,2026-05-07T20:59:03.793884
El Marqués Servicios Servicios,Servicios,737 Hidalgo,Querétaro,Querétaro,76119,442-742-6356,México,Registro Público de Querétaro,2026-05-07T20:56:56.259944,Mexico,Querétaro,Querétaro,,ZAW915391IF,51-200,Activo,85,2026-05-07T20:59:03.793892
San Pablo Aeronáutica Aeroespacial,Aeronáutica,94 Universidad,Querétaro,Querétaro,76951,442-588-8246,México,Registro Público de Querétaro,2026-05-07T20:56:56.259950,Mexico,Querétaro,Querétaro,,PWC614791VN,11-50,Activo,85,2026-05-07T20:59:03.793905
San Pablo Comercio S. de R.L.,Comercio,228 Juriquilla,Querétaro,Querétaro,76795,442-163-9977,México,Registro Público de Querétaro,2026-05-07T20:56:56.259956,Mexico,Querétaro,Querétaro,,XAA162571DD,51-200,Activo,100,2026-05-07T20:59:03.793912
El Marqués Química Servicios,Química,1270 Constituyentes,Querétaro,Querétaro,76020,442-291-2169,México,Registro Público de Querétaro,2026-05-07T20:56:56.259963,Mexico,Querétaro,Querétaro,,WSJ756962HD,200+,Activo,85,2026-05-07T20:59:03.793920
Querétaro Turismo S. de R.L.,Turismo,1343 Universidad,Querétaro,Querétaro,76041,442-379-2796,México,Registro Público de Querétaro,2026-05-07T20:56:56.259969,Mexico,Querétaro,Querétaro,,NWR403511RI,51-200,Activo,100,2026-05-07T20:59:03.793935
El Marqués Turismo S. de R.L.,Turismo,743 Zaragoza,Querétaro,Querétaro,76479,442-269-9768,México,Registro Público de Querétaro,2026-05-07T20:56:56.259978,Mexico,Querétaro,Querétaro,,DRX233140YM,51-200,Activo,100,2026-05-07T20:59:03.793943
San Pablo Alimentos Servicios,Alimentos,544 Paseo,Querétaro,Querétaro,76662,442-665-8860,México,Registro Público de Querétaro,2026-05-07T20:56:56.259984,Mexico,Querétaro,Querétaro,,ZYD729212JN,11-50,Activo,100,2026-05-07T20:59:03.793950
El Marqués Logística S. de R.L.,Logística,1275 Paseo,Querétaro,Querétaro,76285,442-216-1266,México,Registro Público de Querétaro,2026-05-07T20:56:56.259990,Mexico,Querétaro,Querétaro,,GHC465842YM,11-50,Activo,85,2026-05-07T20:59:03.793959
Juriquilla Tecnología S. de R.L.,Tecnología,454 Bernal,Querétaro,Querétaro,76219,442-254-7451,México,Registro Público de Querétaro,2026-05-07T20:56:56.259999,Mexico,Querétaro,Querétaro,,TRJ916032KN,1-10,Activo,85,2026-05-07T20:59:03.793971
San Pablo Alimentos S. de R.L.,Alimentos,700 Zaragoza,Querétaro,Querétaro,76174,442-447-7705,México,Registro Público de Querétaro,2026-05-07T20:56:56.260014,Mexico,Querétaro,Querétaro,,TBR625123DN,1-10,Activo,100,2026-05-07T20:59:03.793978
Santiago Turismo S.A. de C.V.,Turismo,940 Bernal,Querétaro,Querétaro,76562,442-208-3302,México,Registro Público de Querétaro,2026-05-07T20:56:56.260020,Mexico,Querétaro,Querétaro,,TVF713698UT,11-50,Activo,100,2026-05-07T20:59:03.793986
Santiago Logística Tecnológico,Logística,1492 Bernal,Querétaro,Querétaro,76799,442-255-7153,México,Registro Público de Querétaro,2026-05-07T20:56:56.260026,Mexico,Querétaro,Querétaro,,XWB120977VL,200+,Activo,85,2026-05-07T20:59:03.793994
San Pablo Aeronáutica Tecnológico,Aeronáutica,1498 Tecnológico,Querétaro,Querétaro,76708,442-137-2550,México,Registro Público de Querétaro,2026-05-07T20:56:56.260032,Mexico,Querétaro,Querétaro,,RZU272790TK,11-50,Activo,85,2026-05-07T20:59:03.794002
Bicentenario Logística S. de R.L.,Logística,1740 Tecnológico,Querétaro,Querétaro,76605,442-159-4445,México,Registro Público de Querétaro,2026-05-07T20:56:56.260038,Mexico,Querétaro,Querétaro,,EKK361409ML,51-200,Activo,85,2026-05-07T20:59:03.794023
Centro Sur Logística Aeroespacial,Logística,858 Universidad,Querétaro,Querétaro,76530,442-553-4355,México,Registro Público de Querétaro,2026-05-07T20:56:56.260044,Mexico,Querétaro,Querétaro,,ZUM570781DB,51-200,Activo,85,2026-05-07T20:59:03.794051
San Pablo Construcción Tecnológico,Construcción,1981 Bernal,Querétaro,Querétaro,76666,442-946-5436,México,Registro Público de Querétaro,2026-05-07T20:56:56.260050,Mexico,Querétaro,Querétaro,,RAP506118FF,51-200,Activo,85,2026-05-07T20:59:03.794063
Corregidora Construcción Servicios,Construcción,878 Universidad,Querétaro,Querétaro,76571,442-521-8799,México,Registro Público de Querétaro,2026-05-07T20:56:56.260056,Mexico,Querétaro,Querétaro,,SCL553526CP,200+,Activo,85,2026-05-07T20:59:03.794071
El Marqués Turismo S.A. de C.V.,Turismo,571 Universidad,Querétaro,Querétaro,76751,442-984-5734,México,Registro Público de Querétaro,2026-05-07T20:56:56.260061,Mexico,Querétaro,Querétaro,,OFF986457OU,1-10,Activo,100,2026-05-07T20:59:03.794083
Centro Sur Tecnología Tecnológico,Tecnología,1829 Bernal,Querétaro,Querétaro,76690,442-794-5682,México,Registro Público de Querétaro,2026-05-07T20:56:56.260070,Mexico,Querétaro,Querétaro,,EGY769720VF,51-200,Activo,85,2026-05-07T20:59:03.794095
El Marqués Química Tecnológico,Química,291 Hidalgo,Querétaro,Querétaro,76652,442-750-4131,México,Registro Público de Querétaro,2026-05-07T20:56:56.260076,Mexico,Querétaro,Querétaro,,WRL630746MI,200+,Activo,85,2026-05-07T20:59:03.794102
El Marqués Alimentos Tecnológico,Alimentos,590 Paseo,Querétaro,Querétaro,76882,442-245-1306,México,Registro Público de Querétaro,2026-05-07T20:56:56.260082,Mexico,Querétaro,Querétaro,,EZV161203SG,200+,Activo,100,2026-05-07T20:59:03.794112
Bicentenario Alimentos Aeroespacial,Alimentos,889 Paseo,Querétaro,Querétaro,76927,442-550-9669,México,Registro Público de Querétaro,2026-05-07T20:56:56.260092,Mexico,Querétaro,Querétaro,,EPI143072SA,200+,Activo,100,2026-05-07T20:59:03.794118
Bicentenario Logística Tecnológico,Logística,1061 Zaragoza,Querétaro,Querétaro,76604,442-769-5009,México,Registro Público de Querétaro,2026-05-07T20:56:56.260098,Mexico,Querétaro,Querétaro,,GRM441653HB,200+,Activo,85,2026-05-07T20:59:03.794126
Santiago Construcción Tecnológico,Construcción,451 Juriquilla,Querétaro,Querétaro,76625,442-794-3065,México,Registro Público de Querétaro,2026-05-07T20:56:56.260109,Mexico,Querétaro,Querétaro,,UNV364334DX,51-200,Activo,85,2026-05-07T20:59:03.794134
San Pablo Alimentos S. de R.L.,Alimentos,786 Hidalgo,Querétaro,Querétaro,76924,442-517-8864,México,Registro Público de Querétaro,2026-05-07T20:56:56.260115,Mexico,Querétaro,Querétaro,,SYU451417AD,200+,Activo,100,2026-05-07T20:59:03.794141
Santiago Automotriz Tecnológico,Automotriz,1864 Tecnológico,Querétaro,Querétaro,76865,442-972-2817,México,Registro Público de Querétaro,2026-05-07T20:56:56.260121,Mexico,Querétaro,Querétaro,,IDS746301AX,1-10,Activo,85,2026-05-07T20:59:03.794181
El Marqués Comercio S.A. de C.V.,Comercio,1213 Paseo,Querétaro,Querétaro,76620,442-224-9875,México,Registro Público de Querétaro,2026-05-07T20:56:56.260130,Mexico,Querétaro,Querétaro,,SYH901322OK,1-10,Activo,100,2026-05-07T20:59:03.794192
Santiago Automotriz Servicios,Automotriz,1007 Tecnológico,Querétaro,Querétaro,76649,442-569-2162,México,Registro Público de Querétaro,2026-05-07T20:56:56.260136,Mexico,Querétaro,Querétaro,,TUQ156986SQ,200+,Activo,85,2026-05-07T20:59:03.794200
Bicentenario Servicios S. de R.L.,Servicios,1767 Constituyentes,Querétaro,Querétaro,76594,442-643-7134,México,Registro Público de Querétaro,2026-05-07T20:56:56.260145,Mexico,Querétaro,Querétaro,,CUB776738XK,200+,Activo,85,2026-05-07T20:59:03.794211
Juriquilla Química Tecnológico,Química,1819 Corregidora,Querétaro,Querétaro,76194,442-990-9624,México,Registro Público de Querétaro,2026-05-07T20:56:56.260150,Mexico,Querétaro,Querétaro,,BNE929804LU,200+,Activo,85,2026-05-07T20:59:03.794219
Juriquilla Aeronáutica Tecnológico,Aeronáutica,1124 Hidalgo,Querétaro,Querétaro,76283,442-249-5234,México,Registro Público de Querétaro,2026-05-07T20:56:56.260161,Mexico,Querétaro,Querétaro,,LWP824582MG,200+,Activo,85,2026-05-07T20:59:03.794228
Juriquilla Automotriz S. de R.L.,Automotriz,1635 Zaragoza,Querétaro,Querétaro,76382,442-301-9926,México,Registro Público de Querétaro,2026-05-07T20:56:56.260170,Mexico,Querétaro,Querétaro,,UFT257839MM,1-10,Activo,85,2026-05-07T20:59:03.794235
