business_name,pos_system,status_notes,annual_projection,contact,phone,phone_2,address,city,state,email,priority
Jenny Low's Chinese Cuisine,ECR,AH,Sharp ER-A320,Denise ,415-892-8838,510-685-6746,0.085,0.09,Novato,120 Vintage Way,2.0
Lark Shoes & Repair,ECR,RF,Tec Ma1535,Maggie,415-461-6226,,0.09,0.09,Lark,2239 Larkspur Landing Circle,2.0
Le Petit Laurent,NCC,DD,Acrobat,Laurent,415-334-3235,415-341-6852,0.085,0.0875,SF,699 Chenery Street,2.0
Le Regency Deli,ECR,RF,Tec Ma1450,Paul,415-982-4122,,0.085,0.0875,SF,18 California Street,2.0
Imperial Liquors,NCC,LG,,Chet Patel,415-971-0039,,0.085,,SF,251 Ellis Street,2.0
House of Soul - Sacramento,NCC,AH,,Reuben,916-706-3648,,0.0875,,SAC,900 2nd Street Suite E,2.0
HS Lordships,ECR,AH,Sam4s er-290,Jose,510-843-2733,,0.0925,0.095,ALA,199 Seawall Drive,2.0
Café Fogo,NCC,Tec FS-3700,,Reba,707-595-5554,707-758-3683,"5701 State Farm Drive, Ste 122",Rohnert Park,Ca,94928,2.0
Café La Haye,NCC,,,Saul,707-935-5994,707-480-1339,,,,,2.0
Sac's Tasty Dogs - Vallejo,NCC,DD,TEC 3700,George,707-642-2442,707-315-0289,0.08375,0.08625,SOL,2445 Springs Road,2.0
Café Roma - Columbus,ECR,,,Tony,415-296-7942,,526 Columbus Avenue,San Francisco,Ca,94133,2.0
Café Roma - Millbrae,ECR,,,Frank,650-692-7700,,143 South El Camino Real,Millbrae,Ca,94030,2.0
La Nebbia Winery,ECR,AH,Sharp UP-820F,Frank,650-726-9463,,0.0875,0.09,SM,12341 San Mateo Road,2.0
La Esperanza Tri Color,ECR,LG,SPS-520 / TEC ma1650,Rogelio,510-886-6070,510-386-1577,0.0975,0.095,Hay,340 A Street,2.0
Lee's Deli - 615 Market,ECR,RF,Tec Ma600,Andy Chiu,415-615-9889,,0.085,0.0875,SF,615 Market Street,2.0
Lee's Deli- Battery,ECR,RF,Tec MA600,Andy Chui,415-982-8280,415-850-4285,0.085,,SF,280 Battery Street,2.0
Lindberg Lumber,ECR,AH,Tec Ma600,Bill,707-485-5343,,0.08875,0.08125,Ukiah,6101 North State Street,2.0
Rick & Ann's,NCC,DD,,Celeste,510-649-8538,,0.0925,,ALA,2922 Domingo Avenue,2.0
House of Soul - Vallejo,NCC,,,Reuben,707-644-3792,,1526 Solano Ave,Vallejo,Ca,,2.0
Fruit in Motion,NCC,DD,TEC  3600,Grant Butler,707-776-4559,707-235-2276,0.095,0.0825,SON,3 Fourth Street,2.0
Fruitvale Bottle & Liquor,NCC,LG,,Ibrahim,510-677-2584,,0.0925,0.095,ALA,3715 International Blvd,2.0
Seiya Restaurant,NCC,DD,BREEZE,Amanada,650-508-8888,626-823-4502,0.0875,0.09,SM,741 Laurel Street,2.0
Shaka Shack,NCC,DF,TEC WINPOS,John Idano,760-405-7882,760-405-7882,0,0,O/S,350 West Fifth Ave  #404 (food court),2.0
Shoe Stop,ECR,AH,TEC MA516,Lyman Chin,415-495-2426,,0.085,0.0875,SF,"101 Spear Street, b-4",2.0
Sessions at the Presidio,NCC,DD,,Juan Bueno,415-655-9413,415-746-5059,0.085,0.0875,SF,"1 Letterman Drive, Bldg D",2.0
Heads Up Sports,ECR,,,Dennis Danziger,925-682-2277,,785 E-3 Oak Grove Road,Concord,Ca,,2.0
Hobnob Eats & Drinks,NCC,called left msg sent email to Amy,,Amy,510-769-1011,,1313 Park Street,Alameda,Ca,amyzoesf@gmail.com,2.0
House of Soul - Sacramento,NCC,Spoke to Ruben resolved issue with billing,,Reuben,916-706-3648,,900 2nd Street Suite E,Sacramento,Ca,,2.0
Sun's Market,NCC,LG,Titan,Vivian Li,650-652-4881,,0.0875,0.09,SM,131 El Camino Real,2.0
Fisherman's Cove,ECR,AH,Sh ER-A347,Gary,916-647-7306,,0.085,0.0825,SON,1850 Bay Flat Road,2.0
Fresh Organics (Real Foods),ECR,AH,Tec Ma1650,Codie,415-564-2800,,0.085,0.0875,SF,1023 Stanyan Street,2.0
Sanko Cooking Supply,ECR,AH,,Mariko,415-922-8331,,0.085,0.0875,SF,1758 Buchanna St,2.0
Sonoma Bagel & Deli,ECR,AH,,Ken,707-526-1631,,0.0925,0.0875,S.Rosa,515 Hahman Drive,2.0
SF Badlands,NCC,RA,,Les Natali,415-626-9320,415-626-5017,0.085,,SF,4121 18th Street,2.0
Sausalito Market,ECR,AH,Sam4S ER530RT,Daniel,415-332-9963,,0.0875,0.09,Saus,46 Caledonia Street,2.0
Sausalito Public Library,ECR,AH,,Peggy,415-289-4122,,0.0875,0.09,Saus,420 Litho St,2.0
SD-18,ECR,AH,Tec Ma-600,Niko,415-749-3062,,0.085,0.0875,SF,287 Jefferson St,2.0
Guerra's To Go,NCC,RA,SPT 4740,Robert,415-564-0585,,0.085,0.0875,SF,345 Taraval Street,2.0
Golden Gate Ferry,ECR,AH,Tec 600F,Dwyer,415-457-3110,415-850-0334,0.09,0.09,Lark,101 East Sir Francis Drake,2.0
Fast & Easy Market - Benicia,ECR,AH,,Pervaz,707-694-3864,,0.08375,0.0925,SOL,1500 E. 5th Street,2.0
Fast & Easy Market - San Ramon,ECR,AH,,Akbar,925-831-4996,,0.0875,0.095,CC,2820 Crow Canyon Road,2.0
Esperpento,ECR,AH,,Carlos,415-254-0989,,0.085,0.0875,SF,3295 22nd Street,2.0
L&L BBQ - Castro Valley,NCC,RA,SPT4500,Paul He,510-493-8400,,20438 Redwood Blvd,Castro Valley,Ca,94546,2.0
L&L BBQ - Chula Vista,NCC,RA,TEC WINPOS,Ramil,619-216-7788,,2260 Otay lakes Road # 105,Chula Vista,Ca,91915,2.0
Sorella Caffe,NCC,,,Sonia Kang,415-258-4520,415-298-5060,107 Bolinas Road,Fairfax,Ca,soyaramalloy@gmail.com,2.0
L&L BBQ - Eagle Rock,NCC,RA,Acrobat,Arsen,818-363-8840,818-470-2134,4430 York Blvd,Eagle Rock,Ca,90041,2.0
Frymazing,NCC,DD,SPT4740,Scott Lee,707-644-2200,,0.08375,,SOL,601 Tenessee Street,2.0
Happy Donuts - San Jose,NCC,RA,,Gerald,408-255-6805,,0.0925,,SC,1062 South DeAnza Blvd.,2.0
Grand Century Enterprise,ECR,AH,,Hon Chiu,415-392-4060,,0.085,0.0875,SF,858 Clay Street,2.0
Geary & Hyde Market,ECR,AH,TEC 1350,Andy,415-760-9315,,0.085,0.0875,SF,798 Geary Street,2.0
Geyserville Market & Deli,ECR,AH,SAM4S 520,Gurpreet,707-857-4090,,0.085,,SON,21010 Geyserville Ave,2.0
Gordito's,NCC,DD,,Otilia,707-425-9833,,0.08375,,SOL,1025 Oliver Road,2.0
Gourmet Market,ECR,RF,Sam4s 520,Davis,510-839-9989,808-227-1087 cell,0.0925,,ALA,1549 Jackson St,2.0
GKP Market,ECR,AH,Sam4s SPT3000,Gurmeet,415-571-5609,415-898-4832,0.085,,SF,995 Ellis Street,2.0
Gaspare's - SF,NCC,monthly check in,,Daniel Indelicato,415-387-5025,415-999-8467 cell,5546 Geary Blvd,San Francisco,Ca,daniel.indelicato@gmail.com,2.0
Gaspare's - SR,NCC,check in every 2 months,,Daniel Indelicato,415-472-7101,415-999-8467 cell,200 Merrydale Road,San Rafael,Ca,daniel.indelicato@gmail.com,2.0
Goodwill Redwood Empire,ECR,Just checking in,,Linda Wood,707-523-0552,707-523-0550,651 Yolanda Ave,Santa Rosa,Ca,lwood@gire.org,2.0
Golden Gate Market - Sausalito,ECR,AH,Tec Ma1595,Robert,415-332-3040,,0.0875,0.09,Saus,221 2nd Street,2.0
Café Ya'sou,ECR,,,Thomas,510-522-7991,,1265 Harbor Bay PRFy,Alameda,Ca,94502,2.0
Caffe Central - Valley Fair Mall,NCC,,,Ramin,408-248-4451,415-271-3988,"2855 Stevens Creek Blvd, Space 2454",Santa Clara,Ca,95050,2.0
Caffe Central - Westfield Mall,NCC,,,Ramin,415-348-1070,415-271-3988,865 Market Street,San Francisco,Ca,94103,2.0
Glen Ellen Market,ECR,,,Sonya,707-996-6614,,0.085,,SON,13710 Arnold Drive,2.0
Golden Chariot,ECR,AH,TEC MA1650,Irene,415 751-3318,,0.085,0.0875,SF,3308 Balboa,2.0
L&L BBQ - Almaden,NCC,RA,Tec 3700,Willy Wong,408-266-9888,415-630-3228,5353 Almaden Expressway,San Jose,Ca,95118,2.0
L&L BBQ - Anchorage,NCC,RA,TEC WINPOS,Ryan Kim,907-375-9988,907-250-4679,800 East Diamond Blvd #3-011,Anchorage,AK,99515,2.0
L&L BBQ - Campbell,NCC,RA,TEC 3600,Gloria,408-866-0982,415-630-3233,1380 W Campbell Ave,Campbell,Ca,95008,2.0
L&L BBQ - Capitol Expressway,NCC,RA,TEC 3600,Guy Davis,408-274-1388,650-483-1447,1805 Capitol Expressway,San Jose,Ca,95121,2.0
Café Vivoli,ECR,,,Jahan,415-772-9922,,201 Pine Street,San Francisco,Ca,94104,2.0
Golden Gate Market - SF,ECR,AH,,Wally,415-346-6052,,0.085,,SF,2767 Lombard Street,2.0
Hung Ming Aquarium,ECR,AH,Tec 1350,Mimi,415-586-6891,,0.0975,0.09,SM,2501 Geneva Avenue,2.0
Huntsberry Liquor,NCC,LG,,Ibrahim,510-569-1121,,0.0925,,ALA,10151 Foothill Blvd,2.0
IB's Hoagies,NCC,DD,SPT 4740,Sam,510-841-1681,,0.0925,0.095,ALA,2513 Durant Ave,2.0
Highland Dell Lodge,NCC,DD,TEC 3700,Herb,707-865-2300,707-239-1471,0.085,0.0825,SON,21050 River Blvd,2.0
Holiday Shoppe,ECR,RF,ER5215,Marty Rafii,415-332-7432,,0.0875,0.09,Saus,660 Bridgeway,2.0
House of Prime Rib,NCC,RA,TEC WINPOS,Eric,415-885-4605 RESERVATION LINE,415-781-7055 (OFFICE),0.085,0.0875,SF,1906 Van Ness Ave,2.0
Image Studio,ECR,AH,,Christian,707-526-0873,,0.0925,,SON,3025 Santa Rosa Plaza,2.0
Sac's Tasty Dogs - Napa,NCC,DD,SPT4700,Eddie,707-258-8905,707-738-7186,0.0775,0.08,NAPA,1453 W. Imola Avenue,2.0
Caffe Sapore,NCC,TEC 3600,,Lee Carter,415-474-1222,,790 Lombard Street,San Francisco,Ca,94133,2.0
Happy Taco Taqueria,ECR,AH,Sam4S ER940 flat,George,650-726-5480,650-222-8187,0.0875,0.09,SM,184 San Mateo Road,2.0
Harbor Bay Club,ECR,AH,,Julie Craig,510-521-5414,,0.0975,0.095,Alam,200 Packet Landing Road,2.0
House of Produce,ECR,AH,Tec Ma1535,Nina,510-530-5158,,0.0925,0.095,ALA,4020 MacArthur Blvd,2.0
Hayward Liquor & Groceries,NCC,LG,,Ramesh,707-933-8160,,0.0975,0.095,Hay,849 Sycamore Ave,2.0
Heavenly Donuts,ECR,AH,,Roger Garrett,530-243-6790,530-227-6437,0.0725,0.075,SHASTA,1313 Shasta Street,2.0
Henny Penny,ECR,AH,TEC MA 1350,Steve Laino,707-468-8323,,0.08875,0.08125,Ukiah,697 South Orchard Avenue,2.0
Grand Express,ECR,AH,Tec Ma1535,Menges,510-444-7629,,0.0925,0.095,ALA,363 Grand Avenue,2.0
Grand Market,ECR,AH,,Salima,510-522-2145,,0.0975,0.095,Alam,1702 Lincoln Avenue,2.0
Green Beans Coffee Co,ECR,AH,Sharp Er-A42s,Kelley,415-461-4023,,0.09,0.09,Lark,900 Larkspur Landing Circle #281,2.0
Redwood Bagel,ECR,RF,Tec FS1450,Sharon Nieh,415-897-9007,,0.085,0.09,Novato,1559 S. Novato Blvd,2.0
Happy Donut - Redwood City,ECR,AH,Tec FS1450,Mann Lee,650-365-6585,415-286-3278,0.0925,0.09,Redwood,1330 El Camino Real,2.0
Happy Donut - SF Haight,ECR,AH,Sam4S ER940 flat,Hirity,415-356-1650,,0.085,,SF,1794 Haight Street,2.0
Grilly's - Mill Valley,NCC,RA,,Estuardo,415-381-3278,,0.0825,0.085,MARIN,493 Miller Road,2.0
Guerra Quality Meats,NCC,RA,SPT 3000,John,415-564-0585,,0.085,0.0875,SF,490 Taraval Street,2.0
Golden Produce,ECR,AH,TEC  MA1650,Sally,415-431-1536,650-455-0814,0.085,0.0875,SF,172 Church Street,2.0
Golden Years Medical,ECR,SG,,Manager,415-453-6500,,0.0925,0.0925,San Raf,1013 2nd Street,2.0
Café Taboo,NCC,,,Johnny,415-341-1188,415-794-0385,600 York Street,San Francisco,Ca,94110,2.0
Café Tutti,ECR,TEC FS1450,,Jim McDonald,415-332-0211,415-990-9968,12 El Portal Drive,Sausalito,Ca,94965,2.0
Anderson Valley Brewing,NCC,DD,TEC  FS3700,Rebecca,707-895-2337,,0.07875,0.0762,MENDO,17700 Highway 253,2.0
Palermo,NCC,DD,,Diane Cusimano,408-295-6459,,0.0925,,SanJose,791 Auzerias Avenue,2.0
Sweet Things - Tiburon,NCC,,,Marsha,415-388-8583,,1 Blackfield Drive,Tiburon,Ca,marsha@sweetthings.com,2.0
Tricolore Café,ECR,AH,"Tec Fs1450, Sh ErA42s",Michael,415-391-0509,415-704-4533,0.085,0.0875,SF,590 Washington Street,2.0
Trio Restaurant,NCC,DD,,Brian Wilcox,707-604-7461,401-787-3734,0.085,0.0825,SON,16225 Main Street,2.0
Tootsie's,ECR,AH,,Candy,360-683-9524,,0,0,O/S,537 West Washington,2.0
Town & Country Market,ECR,AH,Sam 4S 530,Sam,415-441-3649,650-580-4536 cell,0.085,0.0875,SF,600 Post Street,2.0
Warm Puppy Café,NCC,DD,,Justin Higgs,707-546-7147,,0.0925,0.0825,S.Rosa,1667 W. Steele Lane,2.0
Washington Hospital Café,ECR,AH,,Editha,510-791-3422,,0.0925,0.0875,ALA,2000 Mowry Avenue,2.0
Wazwan Indian Cuisine,ECR,LG,SAM4S 300,Sachin,510-655-3398,510-612-4559,0.095,0.095,Emery,5959 Shellmound St Suite 9,2.0
Patio Espanol Restaurant,NCC,DD,Sam4S SPT4740,Sherri Nash,415-587-5117,,0.085,0.0875,SF,2850 Alemany Blvd,2.0
Vineyard RV Park,ECR,AH,TEC  MA1350,Lisa,707-693-8797,,0.08125,0.07875,Vaca,4985 Midway,2.0
US Liquor Market (Rancho Market),NCC,DF,Breeze,Anees,510-235-3066,,0.0975,0.095,Rich,930 23rd Street,2.0
West Wind - Coliseum ++++,ECR,RF,,Willie Wong,510-533-1601,,0.0925,,ALA,5401 Coliseum Way,2.0
West Wind - Glendale ++++,ECR,AH,Sam4s SP32,Nancy Crane,623-939-9715,,0,,O/S,5650 N. 55th Ave,2.0
Vinnie's Cheese Steak,ECR,LG,,Steve   ,510-520-1736,,0.0925,0.095,ALA,1866 Euclid Avenue,2.0
Waffle Cone Shop,NCC,RA,TEC MA-600,Moses,415-370-9988,,0.085,0.0875,SF,"Pier 30, Bldg. B",2.0
Woerner's Liquors,ECR,RF,Tec Ma1450,Andy Patel,415-359-1050,,0.085,0.0875,SF,901 Geary Street,2.0
Woody's Yogurt,NCC,DD,TEC 3700,Brian Woodson,415-383-4881,415-827-7236,0.0825,0.085,MARIN,802 Strawberry Village,2.0
X-Press Market,ECR,AH,MA1595,Hakim,415-928-3063,510-717-3498,0.085,0.0875,SF,498 O' Farrell Street,2.0
Peninsula Hardware,ECR,AH,Tec MA 1650,Gary Burke,650-325-3491,,0.09,0.0875,SC,2676 Middlefield Rd,2.0
Rabalais Bistro,NCC,Tracy,,Leo/David (owner,805-525-2109,805-218-3466,861 Main Street,Santa Paula,Ca,,2.0
Rex Ace Hardware,ECR,,,Jeff Tomasini,707-762-7355,707-484-6337,313 B Street,Petaluma,Ca,,2.0
Placerville News,ECR,will call in orders,,Mary,530-622-4510,,409 Main Street,Placerville,Ca  ,email@pvillenews.com,2.0
Point Richmond Market & Deli,ECR,Weekly call back set,,Ben,424-230-4423,,160 Washington Ave,Richmond,Ca,,2.0
Panderia Michoacan,ECR,AS,Casio TE2200,Maggy,831-840-5128,,0.09,,SantaCruz,1982 Main Street,2.0
Original Buffalo Wings - Petaluma,ECR,AH,TEC  FS1650,Brian,707-762-6855,Steve 209-271-7298,0.095,0.0825,SON,707 East Washington,2.0
Original Buffalo Wings - San Rafael,ECR,AH,TEC  FS1650,Ted,415-715-9335,415-290-4177,0.0925,0.0925,San Raf,1119 Fourth Street,2.0
Original Buffalo Wings - SF,ECR,AH,,Ted,415-931-8181,,0.085,0.0875,SF,2499 Lombard St,2.0
Pelton Café,NCC,DD,Sam4S SPT4740,Luis ,510-483-0943,510-329-1490,0.0975,0.1,San Lean,194 Pelton Center Way,2.0
Yaoya-San Japanese Grocery,NCC,LG,,Endo,510-329-3029,,0.1025,,CC,10566 San Pablo Ave,2.0
People's Market & Liquor,ECR,LG,CASIO TE7000,Vick,650-325-3491,,0.0925,,CC,109 Army Street,2.0
Pet Central,ECR,AH,TEC MA1350,John,415-399-0164,,0.085,,SF,1411 Powell Street,2.0
Tacos Sinaloa - Berkeley,NCC,Last order 4/2021,,Marlem,510-325-5069,,2384 Telegraph Avenue,Berkeley,Ca,tacossinaloaberkeley@gmail.com,2.0
Tacos Sinaloa - Oakland,NCC,Marlem order 3 months last order 7/26,,Marlem,510-325-5069,,2138 International Blvd,Oakland,Ca,tacossinaloaberkeley@gmail.com,2.0
Tagliaferri Deli,ECR,Placed order 9/2021,,Brian,415-493-6894,415-517-9677 cell,1765 Grant Ave,Novato,Ca,,2.0
Pete's 881 Club,NCC,Toast / no call schedule set,,Kaeli Newkirk,415-453-5888,415-828-7223 cell,721 Lincoln Avenue,San Rafael,Ca,petes881@gmail.com,2.0
Picante,NCC,orders every 2 months,,Erica Schmidt,415-485-6050,707-318-8998,340 Bellam Blvd,San Rafael,Ca,,2.0
New Wayne's Liquor,ECR,,,Nelson,415-433-3317,,911 Kearny Street,San Francisco,Ca,,2.0
Oakland Grill,ECR,AH,,David Saidan,925-262-3861,,0.0925,0.095,ALA,301 Franklin Street,2.0
Arteaga's Food Center - Newark,NCC,Every 2 months,,Geraldo Lopez,510-791-1252,510-364-8854,5524 Thornton Avenue,Newark,Ca,glopez@arteagasfoodcenter.com,2.0
Andi's Market,NCC,Morris ,,Morris,415-648-4656,559-960-2025 cell,820 Cortland Avenue,San Francisco,Ca,mlmanji@gmail.com,2.0
26 Mix,ECR,Hilda called about register,,William Mayorga,415-826-7378,510-734-5931,3024 Mission Street,San Francisco,Ca,,2.0
New Bait Shop,ECR,LG,,Akber Jiwani,415-331-2282,,0.0875,0.085,Saus,1 Gate 6 Road,2.0
U Save Beer & Wine,ECR,AH,Sam 520RT,Jessee,707-664-8045,,0.085,0.0875,Novato,1535-C So. Novato Blvd,2.0
Wagon Wheel Liquors,NCC,LG,,Anwar,707-648-1490,925-719-1057 cell,0.08375,,SOL,90 Admiral Callaghan Ln,2.0
Mi Rancho Market #3,ECR,AH,Sharp ER-247,Mario,510-680-5525,,0.0925,0.09,San Pab,1811 23rd Street Suite A,2.0
Baysider Café - Brisbane,ECR,AH,Tec Fs1650,Junior,415-859-0480,415-725-6886,0.0875,0.09,SM,2000 Sierra Point ParRFay #103,2.0
Shish Market,NCC,Call back set for every two months,,Gus,925-415-3270,Nancy,1061 N. Market Place #B,San Ramon,Ca,shishgrill@att.net,2.0
Bay Watch - Burlingame,NCC,,,Peter,650-347-6924,650-542-1445,0.09625,0.09,Burl,1841 El Camino Real,2.0
Otoro Sushi ,NCC,DD,Tec FS3600,Jimmy,415-553-3986,415-609-2832,0.085,0.0875,SF,205 Oak Street,2.0
Paisano Market,ECR,LG,,Juvinal,650-365-8240,,0.0925,0.09,Redwood,2856 Middlefield Road,2.0
Cigarette Payless - Fortuna,ECR,Sam4s ER520RT,,Shoib,415-258-4520,,745 S. Fortuna Blvd,Fortuna,Ca,95540,2.0
Viking Bar,ECR,RF,Tec 1450,Anna,415-897-3624,415-259-8383,0.085,0.09,Novato,7377 Redwood Blvd,2.0
Coffee Roastery - Fairfax,NCC,send email 9/21,,Deb London,415-451-1825,415-269-6970 Deb cell,4 Bolinas Road,Fairfax,Ca,thecoffeeroastery@gmail.com,2.0
Chowders,NCC,Busy no answer call back,,Kelly  ,415-391-4737,,Pier 39 Space 121,San Francisco,Ca,info@chowderspier39.com ,2.0
Arizmendi Bakery - Emeryville,ECR,AH,,Manager,510-547-0550,,0.095,0.095,Emery,4301 San Pablo Avenue,2.0
Arizmendi Bakery - Oakland,ECR,AH,Sharp UP-700,James Haddow,510-268-8849,,0.0925,0.095,ALA,3265 Lakeshore Avenue,2.0
Art Without Labels,ECR,AH,TEC MA600,Susan,707-775-3794,,0.095,0.0825,SON,111 Kentucky Street,2.0
Western Bagel,ECR,RF,Panasonic,Skip Scheidt,818-786-5847,,0.095,0.09,LA,7814 Sepulveda Blvd,2.0
Yerba Buena Market,ECR,AH,SAM  4915,Tony,415-777-6126,,0.085,0.0875,SF,201 Sixth Street,2.0
Bellam Produce,ECR,415-902-8812 Thomas,,Julie Long,415-256-8086,707-315-5078,151 Bellam Blvd,San Rafael,Ca,,2.0
All Star Donut,ECR,AH,SAM 260,Sem,510-525-7289,,0.1025,0.095,El Cerr,3070 El Cerrito Plaza,2.0
American Bull,NCC,RA,,Liz Jones,650-652-4908,650-504-3947,0.09,0.09,Burl,1819 El Camino Real,2.0
Arteaga's Food Center - Lodi,NCC,AS,4740,Alonzo Lopez,209-339-0399,510-376-9832,0.0825,0.08,Lodi,200 E Oak Street,2.0
9th Street Market,ECR,annual check in,,Nav Singh,707-542-5903,559-260-5848 cell,766 Wilson Street,Santa Rosa,Ca,mail4navsingh.nps@gmail.com,2.0
Central Market Restaurant,NCC,,,Tony Najiola,707-778-9900,707-287-6756,42 Petaluma Blvd North,Petaluma,Ca,,2.0
Whole Spice,ECR,RF,,Debra,707-778-1750 x5,,0.0775,0.08,NAPA,610 1st Street #13,2.0
West Wind - Solano ++++,ECR,RF,,Erin,925-687-6445,,0.0975,,Concord,1611 Solano Way,2.0
Patio Café,ECR,AH,Sam 520f,Angeligue,650-595-0700,,0.0925,,Redwood,"1 Lagoon Drive, Suite 150",2.0
Balboa Produce,ECR,AH,,Benjamin,415-387-3289,,0.085,0.0875,SF,3635 Balboa Ave,2.0
Café Lotus,NCC,Orders monthly last order 7/5/2021,,Paul,415-457-7836,,1912 Sir Francis Drake Blvd,Fairfax,Ca,,2.0
Caffe Greco,ECR,,,Hanna,415-397-6261,415-990-7613,423 Columbus Avenue,San Francisco,Ca,hanna12@msn.com,2.0
Calistoga Inn,NCC,Spoke to Rose – she will continue to place orders by email. She requested no call back,,Michael Dunsford,707-942-4101,707-695-8556,1250 Lincoln Avenue,Calistoga,Ca,michael@calistogainn.com,2.0
Caramba Restaurant,ECR,,,Carmen,415-543-8228,650-235-6653,78 2nd Street,San Francisco,Ca,,2.0
Blue Heron,NCC,last order 5/25/2021,,Tom,707-865-2261,530-220-2475,25275 Steelhead Blvd,Jenner,Ca,blueheronlive@gmail.com,2.0
Bret Harte Market,ECR,Called for Jesse call back on Monday,,Monti,415-456-0163,415-240-1759,93 Woodland Avenue,San Rafael,Ca,JASWINDERSINGH101@YAHOO.COM,2.0
Bay Watch - San Mateo,NCC,,,Daniel(new owner),650-342-2356,,0.09625,0.0925,San Mat,201 2nd Avenue,2.0
Portico - 98 1st St,ECR,RF,Sharp A42s,Ramon ,415-777-9933,650-892-6121,0.085,0.0875,SF,98 First Street,2.0
Yank Sing - Stevenson,NCC,No call needed,,Vera,415-541-4949,415-816-3351,49 Stevenson Street,San Francisco,Ca,info@yanksing.com,2.0
Q Bar,NCC,RA,,John (JB),415-864-2877,,0.085,0.0875,SF,456 Castro Street,2.0
Portico - 245 Market St,ECR,RF,Tec Ma1350,Arsi,415-777-9950,415-999-0374,0.085,0.0875,SF,245 Market Street,2.0
Le Croissant,NCC,,,Erica,415-456-0164,,"150 Bellam Road, #210",San Rafael,Ca,,2.0
L&L BBQ - Oceanside,NCC,,,Jen,760-726-0888,619-438-3119 cell,4225 Oceanside Blvd,Oceanside,Ca,jmend1017@aol.com,2.0
L&L BBQ - San Mateo - 3rd Ave,NCC,,,Jasmine,650-347-8885,,94 E 3rd Avenue,San Mateo,Ca,,2.0
Little Caesar's - Novato,ECR,AH,,Manager,415-899-1111,,0.085,0.0875,Novato,936-M 7th Street,2.0
Meekland Mini Mart,ECR,LG,Sam4s SPS2000,David,510-537-1070,808-227-1087 cell,0.0975,,ALA,21726 Meekland Ave,2.0
Popeye's - North Highlands,NCC,DF,,Abdul,916-331-2144,,0.0775,0.08,SAC ,6631 Watt Avenue,2.0
Yank Sing - Rincon,NCC,No call needed,,Lina,415-957-9388,415-819-2080,101 Spear Street #A-17,San Francisco,Ca,info@yanksing.com,2.0
Posh Bagel - Castro,ECR,AH,TEC FS1450,Mung,415-552-2767,,0.085,0.0875,SF,495 Castro Street,2.0
Posh Bagel - Irving St,ECR,AH,Sharp ER-A420,Clayton,415-665-8858,415-215-2022,0.085,0.0875,SF,742 Irving Street,2.0
Posh Bagel - Los Altos,ECR,AH,TEC  FS1450,Ricky,650-941-7516,408-594-0146,0.09,0.0875,SC,310 Main Street,2.0
Posh Bagel - Sutter,ECR,AH,TEC  FS1450,Manager,415-951-0133,,0.085,0.0875,SF,270 Sutter Street,2.0
Prima Café,NCC,DD,,Richard,415-222-9918,,0.085,0.0875,SF,215 Fremont Street,2.0
Pupuseria Metapan,ECR,AH,Tec FS1350,Rabe,415-587-8599,,0.085,0.0875,SF,4769 Mission Street,2.0
"Medium Rare Live, LLC",NCC,DF,,Adam/Hunter,561-251-9552,,0,,O/S,150 NW 21st St.,2.0
Marin General - Baby Nook,ECR,AH,Tec Ma516,Patty,415-925-7474,,0.0875,0.09,Lark,250 Bon Air,2.0
Marin Rod & Gun Club,ECR,RF,Tec Ma1350,Lenny,415-456-8142,,0.0925,0.0925,San Raf,2675 Francisco Blvd E.,2.0
Vineyard Market,ECR,,,Kharma,707-935-6919,707-853-0133 cell,18913 Highway 12,Sonoma,Ca,,2.0
Redwood Café - San Rafael,ECR,AH,Sam4S ER940 flat,Leo,415-479-8989,,0.0925,0.0925,San Raf,175 Paul Drive,2.0
Redwood City Nursey,ECR,AH,TEC MA 1350,Mark,650-368-0357,,0.0925,0.09,Redwood,2760 El Camino Real,2.0
Raja Sweets & Indian Cuisine,NCC,DK,,Makhan Bains,510-489-9100,510-715-1619,0.0975,,ALA,31853 Alvarado Blvd,2.0
Rancho Las Trancas,ECR,AH,,Maria,650-583-4751,,0.0925,0.0875,So.Sf,792 El Camino Real,2.0
Ray's Food Center,ECR,AH,TEC 1595,Jay,707-546-2508,,0.0925,0.0875,S.Rosa,2455 Dutton Avenue,2.0
Lyons Market & Liquor,NCC,LG,,Ali,510-535-9124,,0.0925,,ALA,4100 Foothill Blvd,2.0
M & M Cork-N-Bottle,ECR,AH,,Manager,925-934-8885,,0.0875,0.09,CC,2929 Ignacio Valley Road,2.0
Los Mexicanos Market - Antioch,ECR,AH,Sam4s Er5215M,Lucio Leon,925-726-6460,,0.0975,0.09,Antioch,1725 Cavallo Road,2.0
Villa Corona,NCC,Yesenia,,Daniel Villasenor,707-963-7812,707-592-7306,1138 Main Street,St. Helena,Ca,villacosh99@gmail.com,2.0
Marina Liquor,ECR,LG,Sam4s 650r,Sultan,925-209-7990,,0.0925,,ALA,1265 University Ave,2.0
Uptown Market & Liquor,ECR,AH,Sam4S 530,Doraid,510-653-2610,,5635 Shattuck Avenue,Oakland,Ca,94609,2.0
Phipps Country Store,ECR,RF,Sh A-42S,Teresa,650-879-1032,,0.0875,0.09,SM,2700 Pescadero Creek Road,2.0
