Business Name,City,County,State,Phone,Address,Type,Source,Priority
OldBottle Shop Victorville Hills Company 20,Victorville,San Bernardino,CA,(909) 379-2236,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldChophouse Victorville 80,Victorville,San Bernardino,CA,(760) 797-2583,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldEatery Victorville Company 87,Victorville,San Bernardino,CA,(760) 346-3730,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldGrill Victorville Inc 40,Victorville,San Bernardino,CA,(760) 745-4360,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldPackage Store San Bernardino Inc 83,Victorville,San Bernardino,CA,(760) 588-8750,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldPub Co 15,Victorville,San Bernardino,CA,(760) 543-5531,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldRestaurant 51,Victorville,San Bernardino,CA,(909) 436-7984,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSaloon Victorville Hills 93,Victorville,San Bernardino,CA,(760) 836-6172,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSpot Company 45,Victorville,San Bernardino,CA,(760) 518-3301,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store,Victorville,San Bernardino,CA,(909) 676-9134,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store Victorville,Victorville,San Bernardino,CA,(909) 672-6221,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Company,Victorville,San Bernardino,CA,(909) 615-2121,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub LLC,Victorville,San Bernardino,CA,(909) 684-1249,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Victorville Inc,Victorville,San Bernardino,CA,(760) 904-5559,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Inc,Victorville,San Bernardino,CA,(909) 624-2959,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant San Bernardino Company,Victorville,San Bernardino,CA,(760) 758-2549,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon,Victorville,San Bernardino,CA,(760) 895-9230,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Victorville Company,Victorville,San Bernardino,CA,(760) 841-8746,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Victorville Group,Victorville,San Bernardino,CA,(760) 273-4911,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spirits Victorville 8,Victorville,San Bernardino,CA,(909) 765-4432,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spirits Victorville Corp,Victorville,San Bernardino,CA,(909) 714-8817,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Victorville,Victorville,San Bernardino,CA,(760) 541-7445,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Victorville Hills Group,Victorville,San Bernardino,CA,(909) 995-5340,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Victorville Valley,Victorville,San Bernardino,CA,(909) 807-1195,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse 72,Victorville,San Bernardino,CA,(909) 766-2249,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Corp 33,Victorville,San Bernardino,CA,(909) 747-5552,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Victorville,Victorville,San Bernardino,CA,(909) 379-3220,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Victorville Hills,Victorville,San Bernardino,CA,(909) 207-9847,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Victorville Hills Company,Victorville,San Bernardino,CA,(909) 222-2017,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Co,Victorville,San Bernardino,CA,(760) 873-5010,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern,Victorville,San Bernardino,CA,(909) 916-8481,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Inc 27,Victorville,San Bernardino,CA,(760) 755-8945,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern San Bernardino,Victorville,San Bernardino,CA,(760) 995-3226,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Victorville,Victorville,San Bernardino,CA,(909) 776-6502,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Victorville Group,Victorville,San Bernardino,CA,(760) 492-5369,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBistro Victorville Heights 29,Victorville,San Bernardino,CA,(760) 711-3767,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheCorner Victorville Valley LLC 38,Victorville,San Bernardino,CA,(760) 916-9838,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheDiner 11,Victorville,San Bernardino,CA,(760) 500-5694,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheDiscount Liquor 82,Victorville,San Bernardino,CA,(760) 985-6295,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheGrill San Bernardino Company 63,Victorville,San Bernardino,CA,(909) 656-5520,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheLounge 3,Victorville,San Bernardino,CA,(909) 895-2362,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheLounge Co 56,Victorville,San Bernardino,CA,(760) 704-5089,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
ThePub 16,Victorville,San Bernardino,CA,(909) 808-4344,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine Shop,Victorville,San Bernardino,CA,(909) 417-1143,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine Shop Inc,Victorville,San Bernardino,CA,(909) 299-4416,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine Shop San Bernardino Inc,Victorville,San Bernardino,CA,(760) 600-6794,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine Shop Victorville Company,Victorville,San Bernardino,CA,(909) 340-2203,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Yucaipa,Yucaipa,San Bernardino,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
Mountain Mikes Pizza - Alpine,Alpine,San Diego,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
Bar & Grill,Carlsbad,San Diego,CA,(760) 414-1507,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill Inc,Carlsbad,San Diego,CA,(760) 998-4556,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Carlsbad,Carlsbad,San Diego,CA,(619) 683-1983,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Carlsbad Corp,Carlsbad,San Diego,CA,(760) 284-8868,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Carlsbad Hills LLC,Carlsbad,San Diego,CA,(760) 965-2661,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Group,Carlsbad,San Diego,CA,(858) 387-2219,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar San Diego Inc,Carlsbad,San Diego,CA,(760) 657-9398,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store,Carlsbad,San Diego,CA,(619) 579-4759,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store Carlsbad Group,Carlsbad,San Diego,CA,(619) 889-2076,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store Co,Carlsbad,San Diego,CA,(858) 279-2120,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro Carlsbad Group,Carlsbad,San Diego,CA,(858) 236-8455,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie,Carlsbad,San Diego,CA,(619) 824-4519,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Carlsbad 50,Carlsbad,San Diego,CA,(858) 781-8595,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie San Diego Company,Carlsbad,San Diego,CA,(619) 590-8495,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brewery San Diego,Carlsbad,San Diego,CA,(619) 739-6949,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe Co,Carlsbad,San Diego,CA,(760) 978-4162,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe LLC,Carlsbad,San Diego,CA,(858) 617-4237,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Catering Company Carlsbad Group,Carlsbad,San Diego,CA,(760) 342-6250,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse,Carlsbad,San Diego,CA,(760) 732-6243,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse 1,Carlsbad,San Diego,CA,(619) 216-7989,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Carlsbad Valley Company,Carlsbad,San Diego,CA,(760) 498-1418,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Carlsbad Valley Corp,Carlsbad,San Diego,CA,(858) 793-4181,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Group,Carlsbad,San Diego,CA,(858) 573-9909,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse San Diego,Carlsbad,San Diego,CA,(858) 445-8405,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse San Diego Corp,Carlsbad,San Diego,CA,(858) 712-3676,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse San Diego LLC,Carlsbad,San Diego,CA,(858) 465-3918,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club,Carlsbad,San Diego,CA,(619) 329-3151,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Carlsbad Corp,Carlsbad,San Diego,CA,(760) 517-6093,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Company,Carlsbad,San Diego,CA,(858) 202-1094,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Convenience Store Carlsbad,Carlsbad,San Diego,CA,(760) 345-2543,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Convenience Store Co,Carlsbad,San Diego,CA,(760) 557-3336,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner,Carlsbad,San Diego,CA,(760) 765-3644,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Group,Carlsbad,San Diego,CA,(619) 372-1819,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Store,Carlsbad,San Diego,CA,(760) 608-6259,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Carlsbad Group,Carlsbad,San Diego,CA,(760) 243-4795,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Carlsbad Valley Group,Carlsbad,San Diego,CA,(858) 364-3803,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Corp,Carlsbad,San Diego,CA,(619) 315-2413,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Discount Liquor Company,Carlsbad,San Diego,CA,(858) 921-2071,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Discount Liquor Inc,Carlsbad,San Diego,CA,(619) 422-4149,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar Group,Carlsbad,San Diego,CA,(619) 575-1794,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Co,Carlsbad,San Diego,CA,(619) 899-4536,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Corp,Carlsbad,San Diego,CA,(760) 973-8490,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Event Catering Inc,Carlsbad,San Diego,CA,(858) 707-1631,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill,Carlsbad,San Diego,CA,(760) 467-6122,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Carlsbad Corp,Carlsbad,San Diego,CA,(619) 499-7861,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Carlsbad Heights Inc,Carlsbad,San Diego,CA,(619) 849-1130,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Carlsbad Valley LLC,Carlsbad,San Diego,CA,(619) 998-6216,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Corp,Carlsbad,San Diego,CA,(760) 494-6550,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Group,Carlsbad,San Diego,CA,(619) 584-5439,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grocery Carlsbad,Carlsbad,San Diego,CA,(760) 866-4318,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grocery Carlsbad Hills Group,Carlsbad,San Diego,CA,(619) 356-9943,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House,Carlsbad,San Diego,CA,(858) 243-2584,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House Carlsbad Inc,Carlsbad,San Diego,CA,(619) 416-8160,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House Inc,Carlsbad,San Diego,CA,(760) 853-9762,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House San Diego 30,Carlsbad,San Diego,CA,(858) 495-6502,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen,Carlsbad,San Diego,CA,(760) 613-6444,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Carlsbad Hills,Carlsbad,San Diego,CA,(858) 915-1241,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Carlsbad Inc,Carlsbad,San Diego,CA,(619) 447-5116,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Co,Carlsbad,San Diego,CA,(858) 679-6723,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Inc,Carlsbad,San Diego,CA,(619) 441-4442,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen LLC,Carlsbad,San Diego,CA,(858) 655-3553,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store Carlsbad Hills Co,Carlsbad,San Diego,CA,(858) 953-1662,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store Carlsbad Inc,Carlsbad,San Diego,CA,(858) 439-3011,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store Company,Carlsbad,San Diego,CA,(619) 295-2739,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store San Diego,Carlsbad,San Diego,CA,(858) 509-2322,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge,Carlsbad,San Diego,CA,(858) 372-4280,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge 22,Carlsbad,San Diego,CA,(760) 456-1914,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Carlsbad,Carlsbad,San Diego,CA,(619) 549-6362,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Carlsbad Hills,Carlsbad,San Diego,CA,(619) 770-9958,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Carlsbad Hills LLC,Carlsbad,San Diego,CA,(760) 635-6257,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Company,Carlsbad,San Diego,CA,(619) 628-9576,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Inc,Carlsbad,San Diego,CA,(619) 945-2763,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Market,Carlsbad,San Diego,CA,(760) 754-5241,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Market Carlsbad Co,Carlsbad,San Diego,CA,(858) 266-1055,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Carlsbad,Carlsbad,San Diego,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
NewBistro San Diego Group 8,Carlsbad,San Diego,CA,(760) 675-5391,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewBrasserie San Diego Corp 52,Carlsbad,San Diego,CA,(619) 541-3048,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewCafe LLC 22,Carlsbad,San Diego,CA,(858) 559-5013,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewChophouse Carlsbad 22,Carlsbad,San Diego,CA,(760) 440-6363,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewClub Carlsbad Heights Inc 8,Carlsbad,San Diego,CA,(760) 868-4696,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewKitchen Co 5,Carlsbad,San Diego,CA,(858) 632-4273,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewLiquor Store Co 34,Carlsbad,San Diego,CA,(858) 585-2258,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewMini Mart San Diego LLC 32,Carlsbad,San Diego,CA,(619) 375-8206,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPackage Store Co 10,Carlsbad,San Diego,CA,(619) 946-7979,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPlace San Diego Inc 33,Carlsbad,San Diego,CA,(858) 461-6590,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPub San Diego 56,Carlsbad,San Diego,CA,(760) 718-5442,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewSaloon San Diego 70,Carlsbad,San Diego,CA,(760) 883-9143,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewTap Room San Diego 82,Carlsbad,San Diego,CA,(619) 874-3429,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewTavern San Diego Co 56,Carlsbad,San Diego,CA,(760) 985-7758,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Nightclub,Carlsbad,San Diego,CA,(619) 460-2407,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldBar & Grill Inc 4,Carlsbad,San Diego,CA,(619) 956-2225,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldBottle Shop Carlsbad Hills 21,Carlsbad,San Diego,CA,(858) 699-6966,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldBrasserie San Diego 51,Carlsbad,San Diego,CA,(619) 427-4240,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldBrewery Carlsbad Valley Company 93,Carlsbad,San Diego,CA,(858) 913-9194,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldChophouse 64,Carlsbad,San Diego,CA,(619) 661-5461,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldChophouse LLC 85,Carlsbad,San Diego,CA,(760) 400-9733,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldChophouse San Diego 89,Carlsbad,San Diego,CA,(760) 575-7461,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldCorner Carlsbad 23,Carlsbad,San Diego,CA,(619) 507-2973,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldDiscount Liquor Carlsbad Hills 100,Carlsbad,San Diego,CA,(858) 788-2619,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldDiscount Liquor Carlsbad Valley 93,Carlsbad,San Diego,CA,(619) 521-7865,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldFine Wines Carlsbad Hills Corp 41,Carlsbad,San Diego,CA,(760) 933-5952,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldGrill Company 100,Carlsbad,San Diego,CA,(760) 497-5124,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldGrocery 58,Carlsbad,San Diego,CA,(760) 659-6943,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldHouse San Diego 21,Carlsbad,San Diego,CA,(760) 308-1751,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldHouse San Diego 58,Carlsbad,San Diego,CA,(760) 374-6081,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldLounge 98,Carlsbad,San Diego,CA,(760) 892-9686,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldLounge Group 69,Carlsbad,San Diego,CA,(858) 890-6784,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldPub Corp 92,Carlsbad,San Diego,CA,(760) 375-9895,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldRestaurant Co 20,Carlsbad,San Diego,CA,(619) 246-5847,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSaloon Carlsbad Inc 76,Carlsbad,San Diego,CA,(760) 661-2644,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSports Bar 50,Carlsbad,San Diego,CA,(619) 448-6529,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSports Bar 92,Carlsbad,San Diego,CA,(858) 799-4419,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSports Bar Company 22,Carlsbad,San Diego,CA,(619) 459-2805,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSpot LLC 10,Carlsbad,San Diego,CA,(858) 929-1862,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern 74,Carlsbad,San Diego,CA,(619) 967-9097,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern Carlsbad 72,Carlsbad,San Diego,CA,(760) 947-8216,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern Co 87,Carlsbad,San Diego,CA,(858) 777-6092,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldWine & Spirits Carlsbad Group 39,Carlsbad,San Diego,CA,(858) 815-4436,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store,Carlsbad,San Diego,CA,(760) 565-3942,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store San Diego,Carlsbad,San Diego,CA,(858) 498-5010,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Party Services Inc,Carlsbad,San Diego,CA,(760) 948-8185,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place,Carlsbad,San Diego,CA,(858) 563-6201,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Carlsbad,Carlsbad,San Diego,CA,(858) 621-7552,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Carlsbad Valley,Carlsbad,San Diego,CA,(858) 979-3873,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Inc,Carlsbad,San Diego,CA,(858) 989-5066,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub,Carlsbad,San Diego,CA,(760) 976-2330,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Carlsbad Hills 33,Carlsbad,San Diego,CA,(858) 945-9311,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Corp,Carlsbad,San Diego,CA,(760) 863-3971,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Inc,Carlsbad,San Diego,CA,(760) 371-7090,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub San Diego LLC,Carlsbad,San Diego,CA,(619) 398-3695,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant,Carlsbad,San Diego,CA,(619) 253-8657,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Carlsbad,Carlsbad,San Diego,CA,(619) 664-1901,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Carlsbad Heights,Carlsbad,San Diego,CA,(619) 802-1260,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Carlsbad Inc,Carlsbad,San Diego,CA,(760) 412-5398,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon,Carlsbad,San Diego,CA,(858) 317-2289,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Co,Carlsbad,San Diego,CA,(760) 854-9156,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon LLC,Carlsbad,San Diego,CA,(619) 403-7655,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spirits Carlsbad LLC,Carlsbad,San Diego,CA,(858) 953-8727,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar,Carlsbad,San Diego,CA,(619) 916-2666,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Carlsbad,Carlsbad,San Diego,CA,(760) 428-5333,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Carlsbad Company,Carlsbad,San Diego,CA,(760) 329-4285,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Carlsbad Hills,Carlsbad,San Diego,CA,(760) 500-4592,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar San Diego,Carlsbad,San Diego,CA,(760) 672-3401,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot,Carlsbad,San Diego,CA,(858) 586-1907,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Carlsbad Heights Group,Carlsbad,San Diego,CA,(760) 204-7396,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Carlsbad Hills LLC,Carlsbad,San Diego,CA,(760) 752-5775,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Company,Carlsbad,San Diego,CA,(760) 536-4409,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Corp,Carlsbad,San Diego,CA,(858) 415-9184,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse 43,Carlsbad,San Diego,CA,(760) 514-7713,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Carlsbad Valley,Carlsbad,San Diego,CA,(760) 530-6293,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Corp,Carlsbad,San Diego,CA,(760) 997-1065,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Corp 40,Carlsbad,San Diego,CA,(619) 259-7056,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse San Diego,Carlsbad,San Diego,CA,(619) 456-3105,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Carlsbad,Carlsbad,San Diego,CA,(858) 525-8088,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Carlsbad Company,Carlsbad,San Diego,CA,(858) 649-1897,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Co,Carlsbad,San Diego,CA,(858) 651-1931,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Carlsbad,Carlsbad,San Diego,CA,(760) 740-3440,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Carlsbad Corp,Carlsbad,San Diego,CA,(760) 946-1554,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Carlsbad Valley Group,Carlsbad,San Diego,CA,(858) 570-2750,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Carlsbad Valley Inc,Carlsbad,San Diego,CA,(619) 465-7916,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Company,Carlsbad,San Diego,CA,(760) 565-3311,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Group,Carlsbad,San Diego,CA,(760) 604-7328,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern LLC,Carlsbad,San Diego,CA,(858) 623-4868,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern San Diego,Carlsbad,San Diego,CA,(760) 209-8746,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern San Diego Group,Carlsbad,San Diego,CA,(619) 756-6753,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBar Group 36,Carlsbad,San Diego,CA,(760) 611-2590,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBistro 22,Carlsbad,San Diego,CA,(858) 535-6036,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBistro San Diego Group 44,Carlsbad,San Diego,CA,(619) 386-2697,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheCafe Co 35,Carlsbad,San Diego,CA,(619) 759-3012,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
