Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Priority
Mountain Mikes Pizza - Manteca,Manteca,San Joaquin,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Ripon,Ripon,San Joaquin,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Stockton,Stockton,San Joaquin,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Tracy,Tracy,San Joaquin,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Paso Robles,Paso Robles,San Luis Obispo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - San Luis Obispo,San Luis Obispo,San Luis Obispo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Redwood City,Redwood City,San Mateo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - San Mateo,San Mateo,San Mateo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Lompoc,Lompoc,Santa Barbara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Santa Maria,Santa Maria,Santa Barbara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Milpitas,Milpitas,Santa Clara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Mountain View,Mountain View,Santa Clara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Palo Alto,Palo Alto,Santa Clara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - San Jose,San Jose,Santa Clara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Santa Clara,Santa Clara,Santa Clara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Sunnyvale,Sunnyvale,Santa Clara,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Santa Cruz,Santa Cruz,Santa Cruz,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Watsonville,Watsonville,Santa Cruz,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Redding,Redding,Shasta,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Benicia,Benicia,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Dixon,Dixon,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Fairfield,Fairfield,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Rio Vista,Rio Vista,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Suisun City,Suisun City,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Vacaville,Vacaville,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Vallejo,Vallejo,Solano,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Healdsburg,Healdsburg,Sonoma,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Petaluma,Petaluma,Sonoma,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Santa Rosa,Santa Rosa,Sonoma,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Sonoma,Sonoma,Sonoma,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Windsor,Windsor,Sonoma,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Ceres,Ceres,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Hughson,Hughson,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Modesto,Modesto,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Newman,Newman,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Oakdale,Oakdale,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Patterson,Patterson,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Riverbank,Riverbank,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Turlock,Turlock,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Waterford,Waterford,Stanislaus,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Yuba City,Yuba City,Sutter,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Corning,Corning,Tehama,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Red Bluff,Red Bluff,Tehama,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Dinuba,Dinuba,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Exeter,Exeter,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Farmersville,Farmersville,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Lindsay,Lindsay,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Orosi,Orosi,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Porterville,Porterville,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Tulare,Tulare,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Visalia,Visalia,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Woodlake,Woodlake,Tulare,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Davis,Davis,Yolo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - West Sacramento,West Sacramento,Yolo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Woodland,Woodland,Yolo,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
Mountain Mikes Pizza - Marysville,Marysville,Yuba,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE,HIGH
