Business Name,City,County,State,Phone,Address,Type,Source
Bar & Grill,San Mateo,San Mateo,CA,(650) 477-8179,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill San Mateo,San Mateo,San Mateo,CA,(415) 596-4180,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill San Mateo Company 44,San Mateo,San Mateo,CA,(650) 443-6327,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill San Mateo Corp,San Mateo,San Mateo,CA,(650) 454-2618,,Restaurant,CA_SOS_Scraper_V3
Bar 34,San Mateo,San Mateo,CA,(650) 926-6840,,Restaurant,CA_SOS_Scraper_V3
Bar San Mateo Corp 43,San Mateo,San Mateo,CA,(650) 214-1799,,Restaurant,CA_SOS_Scraper_V3
Bar San Mateo Hills Inc,San Mateo,San Mateo,CA,(415) 495-2046,,Restaurant,CA_SOS_Scraper_V3
Bistro Company 86,San Mateo,San Mateo,CA,(650) 622-5584,,Restaurant,CA_SOS_Scraper_V3
Bistro San Mateo Hills,San Mateo,San Mateo,CA,(650) 706-8308,,Restaurant,CA_SOS_Scraper_V3
Cafe,San Mateo,San Mateo,CA,(415) 980-2322,,Restaurant,CA_SOS_Scraper_V3
Cafe Inc,San Mateo,San Mateo,CA,(650) 797-8554,,Restaurant,CA_SOS_Scraper_V3
Cafe San Mateo,San Mateo,San Mateo,CA,(650) 682-5141,,Restaurant,CA_SOS_Scraper_V3
Chophouse Group,San Mateo,San Mateo,CA,(650) 994-9061,,Restaurant,CA_SOS_Scraper_V3
Chophouse San Mateo,San Mateo,San Mateo,CA,(650) 548-3675,,Restaurant,CA_SOS_Scraper_V3
Chophouse San Mateo Valley,San Mateo,San Mateo,CA,(650) 245-7442,,Restaurant,CA_SOS_Scraper_V3
Club,San Mateo,San Mateo,CA,(650) 284-2081,,Restaurant,CA_SOS_Scraper_V3
Club San Mateo Group,San Mateo,San Mateo,CA,(650) 439-8432,,Restaurant,CA_SOS_Scraper_V3
Corner Co,San Mateo,San Mateo,CA,(415) 784-6388,,Restaurant,CA_SOS_Scraper_V3
Corner Corp,San Mateo,San Mateo,CA,(415) 941-4619,,Restaurant,CA_SOS_Scraper_V3
Corner San Mateo Heights Company,San Mateo,San Mateo,CA,(650) 810-6020,,Restaurant,CA_SOS_Scraper_V3
Corner San Mateo Inc,San Mateo,San Mateo,CA,(415) 440-3393,,Restaurant,CA_SOS_Scraper_V3
Diner Co,San Mateo,San Mateo,CA,(650) 828-8532,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor San Mateo Heights Corp,San Mateo,San Mateo,CA,(415) 207-9740,,Restaurant,CA_SOS_Scraper_V3
Eatery San Mateo,San Mateo,San Mateo,CA,(650) 899-4021,,Restaurant,CA_SOS_Scraper_V3
Eatery San Mateo Group,San Mateo,San Mateo,CA,(650) 878-1428,,Restaurant,CA_SOS_Scraper_V3
Eatery San Mateo LLC,San Mateo,San Mateo,CA,(415) 946-5530,,Restaurant,CA_SOS_Scraper_V3
Golden Bistro Restaurant,San Mateo,San Mateo,CA,+16503471228,,Restaurant,DepotChaos_Enriched
Grill,San Mateo,San Mateo,CA,(650) 722-6072,,Restaurant,CA_SOS_Scraper_V3
Grill Corp,San Mateo,San Mateo,CA,(650) 705-5586,,Restaurant,CA_SOS_Scraper_V3
Grill San Mateo,San Mateo,San Mateo,CA,(415) 262-3220,,Restaurant,CA_SOS_Scraper_V3
Grocery,San Mateo,San Mateo,CA,(650) 372-6885,,Restaurant,CA_SOS_Scraper_V3
House San Mateo Group,San Mateo,San Mateo,CA,(415) 776-7452,,Restaurant,CA_SOS_Scraper_V3
House San Mateo Valley Co 12,San Mateo,San Mateo,CA,(650) 576-1478,,Restaurant,CA_SOS_Scraper_V3
Liquor Store San Mateo Co,San Mateo,San Mateo,CA,(415) 595-2615,,Restaurant,CA_SOS_Scraper_V3
Lounge,San Mateo,San Mateo,CA,(415) 917-1380,,Restaurant,CA_SOS_Scraper_V3
Mountain Mikes Pizza - San Mateo,San Mateo,San Mateo,CA,,,Pizza Restaurant,Mountain Mikes Franchise
NewDiner 85,San Mateo,San Mateo,CA,(415) 210-4588,,Restaurant,CA_SOS_Scraper_V3
NewNightclub Group 80,San Mateo,San Mateo,CA,(650) 725-1929,,Restaurant,CA_SOS_Scraper_V3
NewPlace San Mateo 20,San Mateo,San Mateo,CA,(650) 636-5668,,Restaurant,CA_SOS_Scraper_V3
NewRestaurant Co 5,San Mateo,San Mateo,CA,(650) 586-1283,,Restaurant,CA_SOS_Scraper_V3
NewSpot 91,San Mateo,San Mateo,CA,(415) 305-2835,,Restaurant,CA_SOS_Scraper_V3
NewSteakhouse San Mateo Company 90,San Mateo,San Mateo,CA,(650) 360-4255,,Restaurant,CA_SOS_Scraper_V3
NewTavern 92,San Mateo,San Mateo,CA,(415) 902-7734,,Restaurant,CA_SOS_Scraper_V3
Nightclub,San Mateo,San Mateo,CA,(650) 488-6471,,Restaurant,CA_SOS_Scraper_V3
OldGrill San Mateo Corp 59,San Mateo,San Mateo,CA,(415) 866-6780,,Restaurant,CA_SOS_Scraper_V3
OldHouse San Mateo Hills 8,San Mateo,San Mateo,CA,(650) 298-5591,,Restaurant,CA_SOS_Scraper_V3
OldNightclub San Mateo Corp 87,San Mateo,San Mateo,CA,(650) 359-6456,,Restaurant,CA_SOS_Scraper_V3
OldTap Room San Mateo 97,San Mateo,San Mateo,CA,(650) 748-4560,,Restaurant,CA_SOS_Scraper_V3
OldTavern San Mateo Heights 81,San Mateo,San Mateo,CA,(650) 951-4608,,Restaurant,CA_SOS_Scraper_V3
Package Store,San Mateo,San Mateo,CA,(650) 484-3643,,Restaurant,CA_SOS_Scraper_V3
Package Store San Mateo Company,San Mateo,San Mateo,CA,(650) 509-7959,,Restaurant,CA_SOS_Scraper_V3
Place,San Mateo,San Mateo,CA,(650) 449-4774,,Restaurant,CA_SOS_Scraper_V3
Place Company,San Mateo,San Mateo,CA,(415) 552-9143,,Restaurant,CA_SOS_Scraper_V3
Pub,San Mateo,San Mateo,CA,(650) 756-9059,,Restaurant,CA_SOS_Scraper_V3
Pub San Mateo,San Mateo,San Mateo,CA,(650) 412-5539,,Restaurant,CA_SOS_Scraper_V3
Saloon,San Mateo,San Mateo,CA,(415) 871-5342,,Restaurant,CA_SOS_Scraper_V3
Saloon San Mateo,San Mateo,San Mateo,CA,(650) 994-9419,,Restaurant,CA_SOS_Scraper_V3
Spirits Co,San Mateo,San Mateo,CA,(415) 762-7483,,Restaurant,CA_SOS_Scraper_V3
Spirits San Mateo Hills 20,San Mateo,San Mateo,CA,(650) 237-8399,,Restaurant,CA_SOS_Scraper_V3
Sports Bar San Mateo,San Mateo,San Mateo,CA,(650) 903-8411,,Restaurant,CA_SOS_Scraper_V3
Steakhouse,San Mateo,San Mateo,CA,(415) 741-6322,,Restaurant,CA_SOS_Scraper_V3
Tap Room Company,San Mateo,San Mateo,CA,(650) 995-3015,,Restaurant,CA_SOS_Scraper_V3
Tap Room San Mateo Corp,San Mateo,San Mateo,CA,(650) 913-9855,,Restaurant,CA_SOS_Scraper_V3
Tap Room San Mateo LLC,San Mateo,San Mateo,CA,(415) 470-6996,,Restaurant,CA_SOS_Scraper_V3
Tavern,San Mateo,San Mateo,CA,(650) 803-6070,,Restaurant,CA_SOS_Scraper_V3
Tavern LLC,San Mateo,San Mateo,CA,(415) 974-7933,,Restaurant,CA_SOS_Scraper_V3
Tavern San Mateo Co,San Mateo,San Mateo,CA,(650) 720-8786,,Restaurant,CA_SOS_Scraper_V3
TheBar & Grill Group 50,San Mateo,San Mateo,CA,(415) 652-2014,,Restaurant,CA_SOS_Scraper_V3
TheBar San Mateo 83,San Mateo,San Mateo,CA,(415) 565-6696,,Restaurant,CA_SOS_Scraper_V3
TheDive Bar San Mateo LLC 52,San Mateo,San Mateo,CA,(650) 294-9372,,Restaurant,CA_SOS_Scraper_V3
TheKitchen Company 74,San Mateo,San Mateo,CA,(650) 547-8616,,Restaurant,CA_SOS_Scraper_V3
ThePub Co 5,San Mateo,San Mateo,CA,(650) 414-1635,,Restaurant,CA_SOS_Scraper_V3
Wine Shop San Mateo Valley LLC,San Mateo,San Mateo,CA,(415) 255-1498,,Restaurant,CA_SOS_Scraper_V3
Bar Co,South San Francisco,San Mateo,CA,(650) 924-2071,,Restaurant,CA_SOS_Scraper_V3
Bar Corp,South San Francisco,San Mateo,CA,(650) 811-4433,,Restaurant,CA_SOS_Scraper_V3
Beverage Store South San Francisco,South San Francisco,San Mateo,CA,(650) 663-9999,,Restaurant,CA_SOS_Scraper_V3
Bistro 17,South San Francisco,San Mateo,CA,(650) 993-2277,,Restaurant,CA_SOS_Scraper_V3
Bistro South San Francisco Heights Group,South San Francisco,San Mateo,CA,(650) 407-5401,,Restaurant,CA_SOS_Scraper_V3
Bottle Shop,South San Francisco,San Mateo,CA,(415) 321-2992,,Restaurant,CA_SOS_Scraper_V3
Brasserie Inc,South San Francisco,San Mateo,CA,(415) 560-6251,,Restaurant,CA_SOS_Scraper_V3
Brewery Co 87,South San Francisco,San Mateo,CA,(650) 777-6503,,Restaurant,CA_SOS_Scraper_V3
Brewery Corp,South San Francisco,San Mateo,CA,(415) 976-8643,,Restaurant,CA_SOS_Scraper_V3
Cafe,South San Francisco,San Mateo,CA,(650) 516-5894,,Restaurant,CA_SOS_Scraper_V3
Chophouse Co,South San Francisco,San Mateo,CA,(650) 250-8652,,Restaurant,CA_SOS_Scraper_V3
Chophouse South San Francisco,South San Francisco,San Mateo,CA,(650) 475-2765,,Restaurant,CA_SOS_Scraper_V3
Club San Mateo,South San Francisco,San Mateo,CA,(650) 963-6075,,Restaurant,CA_SOS_Scraper_V3
Corner Inc,South San Francisco,San Mateo,CA,(650) 895-7994,,Restaurant,CA_SOS_Scraper_V3
Corner San Mateo Group,South San Francisco,San Mateo,CA,(415) 972-6550,,Restaurant,CA_SOS_Scraper_V3
Diner San Mateo,South San Francisco,San Mateo,CA,(650) 693-7408,,Restaurant,CA_SOS_Scraper_V3
Diner South San Francisco,South San Francisco,San Mateo,CA,(415) 208-1938,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor,South San Francisco,San Mateo,CA,(650) 874-9605,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor South San Francisco,South San Francisco,San Mateo,CA,(415) 388-8172,,Restaurant,CA_SOS_Scraper_V3
Dive Bar San Mateo,South San Francisco,San Mateo,CA,(415) 477-4306,,Restaurant,CA_SOS_Scraper_V3
Eatery,South San Francisco,San Mateo,CA,(415) 471-8496,,Restaurant,CA_SOS_Scraper_V3
Events & Catering South San Francisco,South San Francisco,San Mateo,CA,(415) 645-9491,,Restaurant,CA_SOS_Scraper_V3
Fine Wines Co,South San Francisco,San Mateo,CA,(650) 620-1193,,Restaurant,CA_SOS_Scraper_V3
Grocery Inc,South San Francisco,San Mateo,CA,(650) 367-3430,,Restaurant,CA_SOS_Scraper_V3
Grocery South San Francisco Valley Corp,South San Francisco,San Mateo,CA,(415) 309-2333,,Restaurant,CA_SOS_Scraper_V3
House South San Francisco,South San Francisco,San Mateo,CA,(650) 709-3675,,Restaurant,CA_SOS_Scraper_V3
House South San Francisco Co,South San Francisco,San Mateo,CA,(415) 912-3523,,Restaurant,CA_SOS_Scraper_V3
Kitchen South San Francisco,South San Francisco,San Mateo,CA,(415) 649-4665,,Restaurant,CA_SOS_Scraper_V3
Kitchen South San Francisco Co,South San Francisco,San Mateo,CA,(650) 538-6036,,Restaurant,CA_SOS_Scraper_V3
Liquor Store,South San Francisco,San Mateo,CA,(650) 853-6671,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Inc,South San Francisco,San Mateo,CA,(650) 720-9612,,Restaurant,CA_SOS_Scraper_V3
Lounge,South San Francisco,San Mateo,CA,(650) 930-5111,,Restaurant,CA_SOS_Scraper_V3
Lounge 66,South San Francisco,San Mateo,CA,(415) 934-6300,,Restaurant,CA_SOS_Scraper_V3
Lounge San Mateo LLC,South San Francisco,San Mateo,CA,(415) 495-7248,,Restaurant,CA_SOS_Scraper_V3
Market South San Francisco Corp,South San Francisco,San Mateo,CA,(415) 827-9260,,Restaurant,CA_SOS_Scraper_V3
NewCorner South San Francisco Valley Inc 75,South San Francisco,San Mateo,CA,(650) 452-4534,,Restaurant,CA_SOS_Scraper_V3
NewPub LLC 60,South San Francisco,San Mateo,CA,(650) 995-6277,,Restaurant,CA_SOS_Scraper_V3
Nightclub San Mateo LLC,South San Francisco,San Mateo,CA,(415) 229-8112,,Restaurant,CA_SOS_Scraper_V3
OldBar San Mateo Co 96,South San Francisco,San Mateo,CA,(415) 322-9059,,Restaurant,CA_SOS_Scraper_V3
OldCafe South San Francisco 59,South San Francisco,San Mateo,CA,(650) 206-3452,,Restaurant,CA_SOS_Scraper_V3
OldConvenience Store San Mateo 39,South San Francisco,San Mateo,CA,(415) 943-7973,,Restaurant,CA_SOS_Scraper_V3
OldHouse South San Francisco 53,South San Francisco,San Mateo,CA,(415) 881-6986,,Restaurant,CA_SOS_Scraper_V3
OldLounge Corp 67,South San Francisco,San Mateo,CA,(415) 240-1102,,Restaurant,CA_SOS_Scraper_V3
OldPlace South San Francisco Inc 73,South San Francisco,San Mateo,CA,(415) 612-8791,,Restaurant,CA_SOS_Scraper_V3
OldSpirits South San Francisco 28,South San Francisco,San Mateo,CA,(650) 272-3387,,Restaurant,CA_SOS_Scraper_V3
Package Store South San Francisco,South San Francisco,San Mateo,CA,(415) 957-1248,,Restaurant,CA_SOS_Scraper_V3
Pub Co,South San Francisco,San Mateo,CA,(415) 848-3674,,Restaurant,CA_SOS_Scraper_V3
Restaurant,South San Francisco,San Mateo,CA,(415) 360-5547,,Restaurant,CA_SOS_Scraper_V3
Restaurant Co,South San Francisco,San Mateo,CA,(415) 436-3257,,Restaurant,CA_SOS_Scraper_V3
Saloon South San Francisco 17,South San Francisco,San Mateo,CA,(415) 702-7493,,Restaurant,CA_SOS_Scraper_V3
Saloon South San Francisco Heights 33,South San Francisco,San Mateo,CA,(650) 637-2046,,Restaurant,CA_SOS_Scraper_V3
Spirits Inc,South San Francisco,San Mateo,CA,(650) 417-4563,,Restaurant,CA_SOS_Scraper_V3
Sports Bar,South San Francisco,San Mateo,CA,(650) 560-1117,,Restaurant,CA_SOS_Scraper_V3
Sports Bar Co 69,South San Francisco,San Mateo,CA,(415) 631-9996,,Restaurant,CA_SOS_Scraper_V3
Sports Bar San Mateo 19,South San Francisco,San Mateo,CA,(415) 899-6840,,Restaurant,CA_SOS_Scraper_V3
Sports Bar South San Francisco Co,South San Francisco,San Mateo,CA,(415) 234-5173,,Restaurant,CA_SOS_Scraper_V3
Spot 23,South San Francisco,San Mateo,CA,(650) 682-3786,,Restaurant,CA_SOS_Scraper_V3
Spot South San Francisco Heights Group 61,South San Francisco,San Mateo,CA,(650) 681-4436,,Restaurant,CA_SOS_Scraper_V3
Steakhouse San Mateo,South San Francisco,San Mateo,CA,(650) 346-8043,,Restaurant,CA_SOS_Scraper_V3
Steakhouse South San Francisco Corp,South San Francisco,San Mateo,CA,(415) 715-5479,,Restaurant,CA_SOS_Scraper_V3
Tap Room San Mateo Inc 64,South San Francisco,San Mateo,CA,(650) 831-8345,,Restaurant,CA_SOS_Scraper_V3
Tavern South San Francisco Company,South San Francisco,San Mateo,CA,(415) 283-7814,,Restaurant,CA_SOS_Scraper_V3
TheBar & Grill South San Francisco 59,South San Francisco,San Mateo,CA,(650) 374-8823,,Restaurant,CA_SOS_Scraper_V3
TheFine Wines 71,South San Francisco,San Mateo,CA,(415) 281-5355,,Restaurant,CA_SOS_Scraper_V3
TheSaloon South San Francisco Corp 46,South San Francisco,San Mateo,CA,(650) 963-9938,,Restaurant,CA_SOS_Scraper_V3
Blue Cafe & Co,Sanger,Sanger,CA,+15593993620,,Restaurant,daily_scraper
Blue Diner & Co,Sanger,Sanger,CA,+15593993620,,Restaurant,DepotChaos_Enriched
Bar & Grill Santa Barbara,Goleta,Santa Barbara,CA,(805) 585-1048,,Restaurant,CA_SOS_Scraper_V3
Bar Inc 40,Goleta,Santa Barbara,CA,(805) 410-8614,,Restaurant,CA_SOS_Scraper_V3
Bar Santa Barbara 85,Goleta,Santa Barbara,CA,(805) 235-6312,,Restaurant,CA_SOS_Scraper_V3
Bar Santa Barbara Inc,Goleta,Santa Barbara,CA,(805) 590-9884,,Restaurant,CA_SOS_Scraper_V3
Bistro Goleta Corp,Goleta,Santa Barbara,CA,(805) 598-4875,,Restaurant,CA_SOS_Scraper_V3
Brasserie,Goleta,Santa Barbara,CA,(805) 674-5112,,Restaurant,CA_SOS_Scraper_V3
Brasserie Goleta,Goleta,Santa Barbara,CA,(805) 808-8295,,Restaurant,CA_SOS_Scraper_V3
Brewery Goleta 8,Goleta,Santa Barbara,CA,(820) 268-6348,,Restaurant,CA_SOS_Scraper_V3
Brewery Santa Barbara Company,Goleta,Santa Barbara,CA,(805) 273-3288,,Restaurant,CA_SOS_Scraper_V3
Chophouse,Goleta,Santa Barbara,CA,(805) 447-5469,,Restaurant,CA_SOS_Scraper_V3
Chophouse Company,Goleta,Santa Barbara,CA,(805) 810-5540,,Restaurant,CA_SOS_Scraper_V3
Club Goleta,Goleta,Santa Barbara,CA,(820) 766-1556,,Restaurant,CA_SOS_Scraper_V3
Club Santa Barbara,Goleta,Santa Barbara,CA,(820) 771-4844,,Restaurant,CA_SOS_Scraper_V3
Convenience Store,Goleta,Santa Barbara,CA,(820) 949-1300,,Restaurant,CA_SOS_Scraper_V3
Convenience Store Santa Barbara,Goleta,Santa Barbara,CA,(805) 336-7724,,Restaurant,CA_SOS_Scraper_V3
Corner Goleta Hills,Goleta,Santa Barbara,CA,(820) 633-7719,,Restaurant,CA_SOS_Scraper_V3
Diner,Goleta,Santa Barbara,CA,(805) 756-5454,,Restaurant,CA_SOS_Scraper_V3
Diner Corp,Goleta,Santa Barbara,CA,(805) 453-8562,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor Goleta Valley,Goleta,Santa Barbara,CA,(820) 732-1638,,Restaurant,CA_SOS_Scraper_V3
Dive Bar Co,Goleta,Santa Barbara,CA,(820) 783-9098,,Restaurant,CA_SOS_Scraper_V3
Eatery,Goleta,Santa Barbara,CA,(820) 360-3689,,Restaurant,CA_SOS_Scraper_V3
Fine Wines Co,Goleta,Santa Barbara,CA,(805) 424-4332,,Restaurant,CA_SOS_Scraper_V3
Kitchen Goleta,Goleta,Santa Barbara,CA,(820) 691-3533,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Goleta Heights,Goleta,Santa Barbara,CA,(820) 621-9937,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Goleta Valley,Goleta,Santa Barbara,CA,(805) 976-1043,,Restaurant,CA_SOS_Scraper_V3
Mini Mart Company,Goleta,Santa Barbara,CA,(805) 967-6056,,Restaurant,CA_SOS_Scraper_V3
NewBrewery 76,Goleta,Santa Barbara,CA,(805) 979-7284,,Restaurant,CA_SOS_Scraper_V3
NewChophouse Santa Barbara Corp 62,Goleta,Santa Barbara,CA,(820) 412-7535,,Restaurant,CA_SOS_Scraper_V3
NewDiner 64,Goleta,Santa Barbara,CA,(805) 643-4837,,Restaurant,CA_SOS_Scraper_V3
NewEvent Catering 37,Goleta,Santa Barbara,CA,(805) 378-6473,,Restaurant,CA_SOS_Scraper_V3
NewLounge 49,Goleta,Santa Barbara,CA,(820) 526-4133,,Restaurant,CA_SOS_Scraper_V3
Nightclub,Goleta,Santa Barbara,CA,(805) 546-2819,,Restaurant,CA_SOS_Scraper_V3
Nightclub Goleta,Goleta,Santa Barbara,CA,(820) 972-2401,,Restaurant,CA_SOS_Scraper_V3
Nightclub Inc,Goleta,Santa Barbara,CA,(820) 396-7841,,Restaurant,CA_SOS_Scraper_V3
OldBar & Grill Corp 99,Goleta,Santa Barbara,CA,(820) 411-6770,,Restaurant,CA_SOS_Scraper_V3
OldChophouse Goleta 73,Goleta,Santa Barbara,CA,(805) 269-7617,,Restaurant,CA_SOS_Scraper_V3
OldCorner Santa Barbara Corp 78,Goleta,Santa Barbara,CA,(805) 869-2330,,Restaurant,CA_SOS_Scraper_V3
OldPub 58,Goleta,Santa Barbara,CA,(820) 609-3791,,Restaurant,CA_SOS_Scraper_V3
OldTavern Goleta 54,Goleta,Santa Barbara,CA,(820) 576-3810,,Restaurant,CA_SOS_Scraper_V3
Place Inc 53,Goleta,Santa Barbara,CA,(805) 430-4545,,Restaurant,CA_SOS_Scraper_V3
Pub,Goleta,Santa Barbara,CA,(805) 487-6322,,Restaurant,CA_SOS_Scraper_V3
Pub Corp,Goleta,Santa Barbara,CA,(805) 560-4234,,Restaurant,CA_SOS_Scraper_V3
Pub Goleta 77,Goleta,Santa Barbara,CA,(805) 967-5327,,Restaurant,CA_SOS_Scraper_V3
Restaurant Santa Barbara Co,Goleta,Santa Barbara,CA,(805) 769-4578,,Restaurant,CA_SOS_Scraper_V3
Spot Company,Goleta,Santa Barbara,CA,(805) 409-3164,,Restaurant,CA_SOS_Scraper_V3
Spot Goleta Hills,Goleta,Santa Barbara,CA,(805) 880-5261,,Restaurant,CA_SOS_Scraper_V3
Tap Room Corp,Goleta,Santa Barbara,CA,(805) 400-4881,,Restaurant,CA_SOS_Scraper_V3
Tavern,Goleta,Santa Barbara,CA,(805) 636-2960,,Restaurant,CA_SOS_Scraper_V3
Tavern Co,Goleta,Santa Barbara,CA,(805) 275-9704,,Restaurant,CA_SOS_Scraper_V3
Tavern Goleta Group,Goleta,Santa Barbara,CA,(805) 400-6875,,Restaurant,CA_SOS_Scraper_V3
Tavern Goleta Heights,Goleta,Santa Barbara,CA,(805) 345-8017,,Restaurant,CA_SOS_Scraper_V3
Tavern Goleta Hills,Goleta,Santa Barbara,CA,(820) 927-3270,,Restaurant,CA_SOS_Scraper_V3
Tavern Goleta Valley,Goleta,Santa Barbara,CA,(805) 794-2774,,Restaurant,CA_SOS_Scraper_V3
TheChophouse Santa Barbara Inc 23,Goleta,Santa Barbara,CA,(805) 668-4691,,Restaurant,CA_SOS_Scraper_V3
TheHouse Goleta Inc 83,Goleta,Santa Barbara,CA,(805) 653-8392,,Restaurant,CA_SOS_Scraper_V3
TheSaloon Corp 79,Goleta,Santa Barbara,CA,(820) 369-8962,,Restaurant,CA_SOS_Scraper_V3
TheTavern Goleta 61,Goleta,Santa Barbara,CA,(805) 789-4198,,Restaurant,CA_SOS_Scraper_V3
TheWine Shop Goleta 34,Goleta,Santa Barbara,CA,(820) 314-6878,,Restaurant,CA_SOS_Scraper_V3
Wine Shop Group,Goleta,Santa Barbara,CA,(820) 884-8142,,Restaurant,CA_SOS_Scraper_V3
Mountain Mikes Pizza - Lompoc,Lompoc,Santa Barbara,CA,,,Pizza Restaurant,Mountain Mikes Franchise
Banquets,Santa Barbara,Santa Barbara,CA,(820) 582-1524,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Inc,Santa Barbara,Santa Barbara,CA,(805) 404-6004,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Santa Barbara,Santa Barbara,Santa Barbara,CA,(820) 708-2191,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Santa Barbara Heights Co,Santa Barbara,Santa Barbara,CA,(805) 875-9610,,Restaurant,CA_SOS_Scraper_V3
Bar Inc,Santa Barbara,Santa Barbara,CA,(820) 645-3509,,Restaurant,CA_SOS_Scraper_V3
Beverage Store,Santa Barbara,Santa Barbara,CA,(820) 312-4922,,Restaurant,CA_SOS_Scraper_V3
Bistro Santa Barbara,Santa Barbara,Santa Barbara,CA,(805) 326-7383,,Restaurant,CA_SOS_Scraper_V3
Bottle Shop LLC,Santa Barbara,Santa Barbara,CA,(805) 604-6677,,Restaurant,CA_SOS_Scraper_V3
Bottle Shop Santa Barbara LLC 30,Santa Barbara,Santa Barbara,CA,(820) 447-6024,,Restaurant,CA_SOS_Scraper_V3
Brasserie Santa Barbara,Santa Barbara,Santa Barbara,CA,(805) 605-7303,,Restaurant,CA_SOS_Scraper_V3
Brewery 33,Santa Barbara,Santa Barbara,CA,(805) 740-9692,,Restaurant,CA_SOS_Scraper_V3
Cafe Santa Barbara Inc,Santa Barbara,Santa Barbara,CA,(805) 779-1166,,Restaurant,CA_SOS_Scraper_V3
Chophouse Inc,Santa Barbara,Santa Barbara,CA,(820) 558-9596,,Restaurant,CA_SOS_Scraper_V3
Club,Santa Barbara,Santa Barbara,CA,(805) 822-7804,,Restaurant,CA_SOS_Scraper_V3
Convenience Store Santa Barbara Company 12,Santa Barbara,Santa Barbara,CA,(820) 740-3809,,Restaurant,CA_SOS_Scraper_V3
Corner,Santa Barbara,Santa Barbara,CA,(820) 562-2773,,Restaurant,CA_SOS_Scraper_V3
Corner Santa Barbara LLC,Santa Barbara,Santa Barbara,CA,(805) 439-7484,,Restaurant,CA_SOS_Scraper_V3
Diner,Santa Barbara,Santa Barbara,CA,(820) 921-7165,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor,Santa Barbara,Santa Barbara,CA,(805) 248-7865,,Restaurant,CA_SOS_Scraper_V3
Eatery Santa Barbara,Santa Barbara,Santa Barbara,CA,(820) 958-5522,,Restaurant,CA_SOS_Scraper_V3
Events & Catering Santa Barbara 67,Santa Barbara,Santa Barbara,CA,(805) 322-8326,,Restaurant,CA_SOS_Scraper_V3
Grill,Santa Barbara,Santa Barbara,CA,(805) 978-1683,,Restaurant,CA_SOS_Scraper_V3
House Santa Barbara,Santa Barbara,Santa Barbara,CA,(805) 743-8550,,Restaurant,CA_SOS_Scraper_V3
House Santa Barbara Co,Santa Barbara,Santa Barbara,CA,(820) 635-4195,,Restaurant,CA_SOS_Scraper_V3
House Santa Barbara Group,Santa Barbara,Santa Barbara,CA,(805) 276-8135,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Corp,Santa Barbara,Santa Barbara,CA,(820) 818-1185,,Restaurant,CA_SOS_Scraper_V3
Lounge,Santa Barbara,Santa Barbara,CA,(805) 767-3706,,Restaurant,CA_SOS_Scraper_V3
Mini Mart,Santa Barbara,Santa Barbara,CA,(805) 967-4443,,Restaurant,CA_SOS_Scraper_V3
Mini Mart Corp 57,Santa Barbara,Santa Barbara,CA,(805) 574-8265,,Restaurant,CA_SOS_Scraper_V3
NewCatering Santa Barbara LLC 35,Santa Barbara,Santa Barbara,CA,(805) 723-9925,,Restaurant,CA_SOS_Scraper_V3
NewClub Santa Barbara Valley Corp 51,Santa Barbara,Santa Barbara,CA,(805) 709-4926,,Restaurant,CA_SOS_Scraper_V3
NewEatery Co 22,Santa Barbara,Santa Barbara,CA,(805) 298-8045,,Restaurant,CA_SOS_Scraper_V3
NewPub LLC 93,Santa Barbara,Santa Barbara,CA,(805) 490-3407,,Restaurant,CA_SOS_Scraper_V3
Nightclub,Santa Barbara,Santa Barbara,CA,(820) 442-5194,,Restaurant,CA_SOS_Scraper_V3
OldBrasserie Santa Barbara 45,Santa Barbara,Santa Barbara,CA,(805) 468-2161,,Restaurant,CA_SOS_Scraper_V3
OldDiner 58,Santa Barbara,Santa Barbara,CA,(805) 818-5954,,Restaurant,CA_SOS_Scraper_V3
OldHouse Santa Barbara 13,Santa Barbara,Santa Barbara,CA,(820) 635-9394,,Restaurant,CA_SOS_Scraper_V3
OldLiquor Store Santa Barbara Company 42,Santa Barbara,Santa Barbara,CA,(820) 441-3395,,Restaurant,CA_SOS_Scraper_V3
OldLounge Santa Barbara Hills 66,Santa Barbara,Santa Barbara,CA,(805) 844-6882,,Restaurant,CA_SOS_Scraper_V3
OldRestaurant 30,Santa Barbara,Santa Barbara,CA,(805) 714-2786,,Restaurant,CA_SOS_Scraper_V3
OldSports Bar Inc 79,Santa Barbara,Santa Barbara,CA,(820) 699-1316,,Restaurant,CA_SOS_Scraper_V3
