Business Name,City,County,State,Phone,Address,Business Type,Source,Chain Status
OCHOAS MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,3080 MARLOW RD,Mexican Restaurant,ABC License Data,INDEPENDENT
ODD WINE COMPANY,SANTA ROSA,Sonoma,CA,,414 CHINN ST,Food Service,ABC License Data,INDEPENDENT
ODISEA WINE COMPANY,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,INDEPENDENT
OISHII BAR LLC,SANTA ROSA,Sonoma,CA,,90 MARK WEST SPRINGS RD,Bar,ABC License Data,INDEPENDENT
OISHII SUSHII BAR & GRILL,SANTA ROSA,Sonoma,CA,,1950 PINER RD,Bar,ABC License Data,INDEPENDENT
OLIVERS MARKET,SANTA ROSA,Sonoma,CA,,461 STONY POINT RD,Food Service,ABC License Data,INDEPENDENT
OPAL MOON WINERY,SANTA ROSA,Sonoma,CA,,127 4TH ST,Food Service,ABC License Data,INDEPENDENT
ORTEGA'S MARKET INC,SANTA ROSA,Sonoma,CA,,1331 GUERNEVILLE RD,Food Service,ABC License Data,INDEPENDENT
OTTAVINO WINES LLC,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
OXLEY GRAHAM WINES,SANTA ROSA,Sonoma,CA,,2081 STONEFIELD LN,Food Service,ABC License Data,INDEPENDENT
PACIFIC MARKETS  #15,SANTA ROSA,Sonoma,CA,,1465 TOWN AND COUNTRY DR,Food Service,ABC License Data,INDEPENDENT
PALMERI WINES,SANTA ROSA,Sonoma,CA,,3354 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
PARADISE RIDGE WINERY,SANTA ROSA,Sonoma,CA,,4545 THOMAS LAKE HARRIS DR,Food Service,ABC License Data,INDEPENDENT
PARADISE SUSHI AND GRILL,SANTA ROSA,Sonoma,CA,,119 4TH ST,Food Service,ABC License Data,INDEPENDENT
PARKPOINT CLUB,SANTA ROSA,Sonoma,CA,,1200 N DUTTON AVE,Food Service,ABC License Data,INDEPENDENT
PARKSIDE EATS,SANTA ROSA,Sonoma,CA,,4323 MONTGOMERY DR,Restaurant,ABC License Data,INDEPENDENT
PARVINO WINE CO,SANTA ROSA,Sonoma,CA,,4444 LAHINCH LN,Food Service,ABC License Data,INDEPENDENT
PETER PAUL WINES,SANTA ROSA,Sonoma,CA,,5700 OCCIDENTAL RD,Food Service,ABC License Data,INDEPENDENT
PHAMUS WINERY,SANTA ROSA,Sonoma,CA,,4020 FRANKS CT,Food Service,ABC License Data,INDEPENDENT
PHO VIETNAM,SANTA ROSA,Sonoma,CA,,711 STONY POINT RD,Food Service,ABC License Data,INDEPENDENT
PINER CAFE,SANTA ROSA,Sonoma,CA,,975 PINER RD,Restaurant,ABC License Data,INDEPENDENT
PISONI VINEYARDS & WINERY,SANTA ROSA,Sonoma,CA,,3352 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
POLEMONIUM WINES,SANTA ROSA,Sonoma,CA,,537 4TH ST,Food Service,ABC License Data,INDEPENDENT
PREMIUM WINE STORAGE,SANTA ROSA,Sonoma,CA,,1450 AIRPORT BLVD,Food Service,ABC License Data,INDEPENDENT
PRESTIGE WORLDWIDE WINE COMPANY LLC,SANTA ROSA,Sonoma,CA,,100 E STREET,Food Service,ABC License Data,INDEPENDENT
PROHIBIDO WINES,SANTA ROSA,Sonoma,CA,,847 SANTA BARBARA DR,Food Service,ABC License Data,INDEPENDENT
PROMETHEUS WINE EXPORTS,SANTA ROSA,Sonoma,CA,,2283 NECTARINE DR,Food Service,ABC License Data,INDEPENDENT
PUCCIONI WINES,SANTA ROSA,Sonoma,CA,,3449 VERDI VISTA DR,Food Service,ABC License Data,INDEPENDENT
PURPLE WINE COMPANY,SANTA ROSA,Sonoma,CA,,2120 OLIVET RD,Food Service,ABC License Data,INDEPENDENT
QUICK PICK MARKET,SANTA ROSA,Sonoma,CA,,201 W 7TH ST,Food Service,ABC License Data,INDEPENDENT
QUICK PICK MARKET & DELI,SANTA ROSA,Sonoma,CA,,925 CORPORATE CENTER PKWY,Food Service,ABC License Data,INDEPENDENT
QUICK SUSHI,SANTA ROSA,Sonoma,CA,,2500 MENDOCINO AVE,Food Service,ABC License Data,INDEPENDENT
QUIK STOP MARKET #35,SANTA ROSA,Sonoma,CA,,816 MCMINN AVE,Food Service,ABC License Data,INDEPENDENT
RAFT WINES,SANTA ROSA,Sonoma,CA,,940 LUDWIG AVE,Food Service,ABC License Data,INDEPENDENT
RED POST WINES,SANTA ROSA,Sonoma,CA,,3857 GUERNEVILLE RD,Food Service,ABC License Data,INDEPENDENT
RED SLED WINERY,SANTA ROSA,Sonoma,CA,,3354 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
REDWOOD EMPIRE WINE STORAGE,SANTA ROSA,Sonoma,CA,,4325 SANTA ROSA AVE,Food Service,ABC License Data,INDEPENDENT
REDWOOD EMPIRE WINE STORAGE INC,SANTA ROSA,Sonoma,CA,,4325 SANTA ROSA AVE,Food Service,ABC License Data,INDEPENDENT
REFUGE WINES INC,SANTA ROSA,Sonoma,CA,,981 AIRWAY CT,Food Service,ABC License Data,INDEPENDENT
REGAL WINE COMPANY,SANTA ROSA,Sonoma,CA,,133 AVIATION BLVD,Food Service,ABC License Data,INDEPENDENT
REPUBLIC NATIONAL DISTRIBUTING COMPANY OF CALIFORN,SANTA ROSA,Sonoma,CA,,256 SUTTON PL,Food Service,ABC License Data,INDEPENDENT
RICARDOS BAR & GRILL,SANTA ROSA,Sonoma,CA,,2700 YULUPA AVE,Bar,ABC License Data,INDEPENDENT
ROJAS VINEYARDS AND WINERY LLC,SANTA ROSA,Sonoma,CA,,3360 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
ROJAS WINES,SANTA ROSA,Sonoma,CA,,5721 BRAVO TORO LN,Food Service,ABC License Data,INDEPENDENT
ROMILILLY WINES,SANTA ROSA,Sonoma,CA,,10 4TH ST,Food Service,ABC License Data,INDEPENDENT
RON NOBLE WINES,SANTA ROSA,Sonoma,CA,,5700 OCCIDENTAL RD,Food Service,ABC License Data,INDEPENDENT
ROSSO PIZZERIA & WINE BAR,SANTA ROSA,Sonoma,CA,,53 MONTGOMERY DR,Bar,ABC License Data,INDEPENDENT
SAM'S MARKET #11,SANTA ROSA,Sonoma,CA,,2780 STONY POINT RD,Food Service,ABC License Data,INDEPENDENT
SAM'S MARKET #16,SANTA ROSA,Sonoma,CA,,3690 MOORLAND AVE,Food Service,ABC License Data,INDEPENDENT
SAMS FOR PLAY CAFE,SANTA ROSA,Sonoma,CA,,1024 SEBASTOPOL RD,Restaurant,ABC License Data,INDEPENDENT
SAMS FOR PLAY CAFE & CATERING,SANTA ROSA,Sonoma,CA,,2630 CLEVELAND AVE,Restaurant,ABC License Data,INDEPENDENT
SAMS MARKET #18,SANTA ROSA,Sonoma,CA,,5290 AERO DR,Food Service,ABC License Data,INDEPENDENT
SANDY'S TAKE & BAKE PIZZA,SANTA ROSA,Sonoma,CA,,2013 & 2015 ELIZABETH WAY,Food Service,ABC License Data,INDEPENDENT
SANS MARKET,SANTA ROSA,Sonoma,CA,,2790 SANTA ROSA AVE,Food Service,ABC License Data,INDEPENDENT
SANTA ROSA COUNTRY CLUB,SANTA ROSA,Sonoma,CA,,333 COUNTRY CLUB DR,Food Service,ABC License Data,INDEPENDENT
SANTA ROSA FINE WINE,SANTA ROSA,Sonoma,CA,,1820 SLATER ST,Food Service,ABC License Data,INDEPENDENT
SANTA ROSA FOOD & LIQUOR,SANTA ROSA,Sonoma,CA,,1750 SANTA ROSA AVE,Food Service,ABC License Data,INDEPENDENT
SAUSALITO LIQUOR COMPANY  LLC,SANTA ROSA,Sonoma,CA,,3000 DUTTON AVE,Food Service,ABC License Data,INDEPENDENT
SAVOR VIETNAMESE CUISINE,SANTA ROSA,Sonoma,CA,,4275 MONTGOMERY DR,Food Service,ABC License Data,INDEPENDENT
SCHERMEISTER WINERY,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,INDEPENDENT
SEA NOODLE BAR,SANTA ROSA,Sonoma,CA,,286 CODDINGTOWN CTR,Bar,ABC License Data,INDEPENDENT
SEA THAI BISTRO,SANTA ROSA,Sonoma,CA,,2350 MIDWAY DR,Asian Restaurant,ABC License Data,INDEPENDENT
SEOUL TO TOKYO KITCHEN,SANTA ROSA,Sonoma,CA,,3082 MARLOW RD,Food Service,ABC License Data,INDEPENDENT
SERRES RANCH WINE,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,INDEPENDENT
SHADY OAK BARREL HOUSE,SANTA ROSA,Sonoma,CA,,420 1ST ST,Bar,ABC License Data,INDEPENDENT
SHELDON WINES,SANTA ROSA,Sonoma,CA,,3360 COFFEY LN STE E,Food Service,ABC License Data,INDEPENDENT
SHOGUN JAPANESE RESTAURANT,SANTA ROSA,Sonoma,CA,,1531 FARMERS LN,Restaurant,ABC License Data,INDEPENDENT
SICHEL FAMILY WINERY,SANTA ROSA,Sonoma,CA,,3360 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
SIMPATICO WINE COMPANY,SANTA ROSA,Sonoma,CA,,5765 BENNETT VALLEY RD,Food Service,ABC License Data,INDEPENDENT
SINGER WINE,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
SOLLEVATO WINES,SANTA ROSA,Sonoma,CA,,1670 SCARLET PL,Food Service,ABC License Data,INDEPENDENT
SONOMA WINE COMPANY,SANTA ROSA,Sonoma,CA,,2120 OLIVET RD,Food Service,ABC License Data,INDEPENDENT
SONOMA WINE FLIGHTS,SANTA ROSA,Sonoma,CA,,6000 FLIGHTLINE DR,Food Service,ABC License Data,INDEPENDENT
SOSIE WINES,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,INDEPENDENT
SQUAM ROCK WINES,SANTA ROSA,Sonoma,CA,,414 CHINN ST,Food Service,ABC License Data,INDEPENDENT
SR FOOD STORE,SANTA ROSA,Sonoma,CA,,451 SEBASTOPOL RD,Food Service,ABC License Data,INDEPENDENT
ST FRANCIS WINERY AND VINEYARDS,SANTA ROSA,Sonoma,CA,,100 PYTHIAN RD,Food Service,ABC License Data,INDEPENDENT
ST ROSE WINERY,SANTA ROSA,Sonoma,CA,,5775 OLD REDWOOD HWY,Food Service,ABC License Data,INDEPENDENT
ST. FRANCIS WINERY AND VINEYARDS,SANTA ROSA,Sonoma,CA,,500 PYTHIAN RD,Food Service,ABC License Data,INDEPENDENT
STAR ZONE LIQUOR,SANTA ROSA,Sonoma,CA,,3575 INDUSTRIAL DR,Food Service,ABC License Data,INDEPENDENT
STONY POINT MARKET,SANTA ROSA,Sonoma,CA,,3207 STONY POINT RD A,Food Service,ABC License Data,INDEPENDENT
SU CASA MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,108 CALISTOGA RD,Mexican Restaurant,ABC License Data,INDEPENDENT
SUNCE WINERY,SANTA ROSA,Sonoma,CA,,1839 OLIVET RD,Food Service,ABC License Data,INDEPENDENT
SUPER CHAVEZ MARKET,SANTA ROSA,Sonoma,CA,,1480 GUERNEVILLE RD,Food Service,ABC License Data,INDEPENDENT
SUPER LATINO MARKET,SANTA ROSA,Sonoma,CA,,1701 SEBASTOPOL RD,Food Service,ABC License Data,INDEPENDENT
SUPER SONOMAN WINE,SANTA ROSA,Sonoma,CA,,1404 SNOWY EGRET DR,Food Service,ABC License Data,INDEPENDENT
SUSHI ROSA,SANTA ROSA,Sonoma,CA,,515 4TH ST,Food Service,ABC License Data,INDEPENDENT
TACOS AL CARBON,SANTA ROSA,Sonoma,CA,,500 SEBASTOPOL RD,Mexican Restaurant,ABC License Data,INDEPENDENT
TAJ CAFE,SANTA ROSA,Sonoma,CA,,1940 PINER RD,Restaurant,ABC License Data,INDEPENDENT
TARA BELLA WINERY,SANTA ROSA,Sonoma,CA,,3701 VIKING RD,Food Service,ABC License Data,INDEPENDENT
TERRA ALMA WINES LLC,SANTA ROSA,Sonoma,CA,,120 STONY POINT RD,Food Service,ABC License Data,INDEPENDENT
THAI HOUSE NOODLES SOUP,SANTA ROSA,Sonoma,CA,,1899 MENDOCINO AVE,Asian Restaurant,ABC License Data,INDEPENDENT
THAI POT RESTAURANT,SANTA ROSA,Sonoma,CA,,2478 W 3RD ST,Asian Restaurant,ABC License Data,INDEPENDENT
THE FLYING ACE KITCHEN & TAP ROOM,SANTA ROSA,Sonoma,CA,,2200 AIRPORT BLVD,Food Service,ABC License Data,INDEPENDENT
THEWINESPIES.COM,SANTA ROSA,Sonoma,CA,,1377 CORPORATE CNTR PKWY,Food Service,ABC License Data,INDEPENDENT
THIRTY-SEVEN WINERY,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
THOMPSON FAMILY WINES  LLC,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
TING HAU RESTAURANT,SANTA ROSA,Sonoma,CA,,717 4TH ST,Restaurant,ABC License Data,INDEPENDENT
TIPP THAI CUISINE,SANTA ROSA,Sonoma,CA,,1778 PINER RD,Asian Restaurant,ABC License Data,INDEPENDENT
TLAHCO MEXICAN GRILL,SANTA ROSA,Sonoma,CA,,1800 MENDOCINO AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
TOKYO KITCHEN,SANTA ROSA,Sonoma,CA,,2500 MENDOCINO AVE,Food Service,ABC License Data,INDEPENDENT
TOTAL WINE & MORE,SANTA ROSA,Sonoma,CA,,2705 SANTA ROSA AVE,Food Service,ABC License Data,INDEPENDENT
TROMBETTA FAMILY WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
TROTTER 1/16 WINERY LLC,SANTA ROSA,Sonoma,CA,,1208 RINCON MEADOWS CT,Food Service,ABC License Data,INDEPENDENT
TUSQUE WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
TWO AMIGOS WINERY,SANTA ROSA,Sonoma,CA,,630 MADRONE CT,Food Service,ABC License Data,INDEPENDENT
UNION HOTEL RESTAURANT,SANTA ROSA,Sonoma,CA,,280 MISSION BLVD,Restaurant,ABC License Data,INDEPENDENT
VALIANCE WINES,SANTA ROSA,Sonoma,CA,,3360 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
VALLEY OF THE MOON CLUB RESTAURANT,SANTA ROSA,Sonoma,CA,,7025 OAKMONT DR,Restaurant,ABC License Data,INDEPENDENT
VALLEY OF THE MOON FAST FILL MARKET,SANTA ROSA,Sonoma,CA,,5855 SONOMA HWY,Food Service,ABC License Data,INDEPENDENT
VAUGHN DUFFY WINES,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
VIETHAI CUISINE,SANTA ROSA,Sonoma,CA,,320 W 3RD ST,Asian Restaurant,ABC License Data,INDEPENDENT
VILLAGE CAFE,SANTA ROSA,Sonoma,CA,,2575 GUERNEVILLE RD,Restaurant,ABC License Data,INDEPENDENT
VINEYARD CREEK MARKET,SANTA ROSA,Sonoma,CA,,275 AVIATION BLVD,Food Service,ABC License Data,INDEPENDENT
VINIFY WINE SERVICES,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,INDEPENDENT
VINTAGE WINE ESTATES,SANTA ROSA,Sonoma,CA,,205 CONCOURSE BLVD,Food Service,ABC License Data,INDEPENDENT
WAGON WHEEL LIQUORS,SANTA ROSA,Sonoma,CA,,960 W COLLEGE AVE,Food Service,ABC License Data,INDEPENDENT
WAGS & WINE,SANTA ROSA,Sonoma,CA,,5468 SKYLANE BLVD,Food Service,ABC License Data,INDEPENDENT
WALLYS LIQUOR & DELI,SANTA ROSA,Sonoma,CA,,3088 MARLOW RD,Food Service,ABC License Data,INDEPENDENT
WALTER HANSEL WINE BISTRO  LLC,SANTA ROSA,Sonoma,CA,,3535 GUERNEVILLE RD,Food Service,ABC License Data,INDEPENDENT
WALTER HANSEL WINERY,SANTA ROSA,Sonoma,CA,,5465 HALL RD,Food Service,ABC License Data,INDEPENDENT
WATKINS FAMILY WINERY,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
WATKINS FAMILY WINERY  LLC,SANTA ROSA,Sonoma,CA,,3741 BEAUFORD PL,Food Service,ABC License Data,INDEPENDENT
WHAT'S THE PHO,SANTA ROSA,Sonoma,CA,,462 LARKFIELD CENTER,Food Service,ABC License Data,INDEPENDENT
WHIPSMART WINE COMPANY,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
WIKIUP RACQUET & SWIM CLUB INC,SANTA ROSA,Sonoma,CA,,500 WIKIUP DR,Food Service,ABC License Data,INDEPENDENT
WILD OAK SADDLE CLUB,SANTA ROSA,Sonoma,CA,,550 WHITE OAK DR,Food Service,ABC License Data,INDEPENDENT
WILLI'S WINE BAR,SANTA ROSA,Sonoma,CA,,1415 TOWN AND COUNTRY DR,Bar,ABC License Data,INDEPENDENT
WILLIBEES WINES & SPIRITS,SANTA ROSA,Sonoma,CA,,700 THIRD ST,Food Service,ABC License Data,INDEPENDENT
WILLOWSIDE FARM & WINERY,SANTA ROSA,Sonoma,CA,,1792 WILLOWSIDE RD,Food Service,ABC License Data,INDEPENDENT
WINE COUNTRY CONNECTION  LLC,SANTA ROSA,Sonoma,CA,,3633 REGIONAL PKWY,Food Service,ABC License Data,INDEPENDENT
WINE COUNTRY CONNECTIONS  LLC,SANTA ROSA,Sonoma,CA,,3633 REGIONAL PKWY,Food Service,ABC License Data,INDEPENDENT
WINE HEIST,SANTA ROSA,Sonoma,CA,,703 2ND ST,Food Service,ABC License Data,INDEPENDENT
WINE HOOLIGANS,SANTA ROSA,Sonoma,CA,,980 AIRWAY CT,Food Service,ABC License Data,INDEPENDENT
WINE LANGUAGE LLC,SANTA ROSA,Sonoma,CA,,5570 SKYLANE BLVD,Food Service,ABC License Data,INDEPENDENT
WINE SPECTRUM INC THE,SANTA ROSA,Sonoma,CA,,3510 UNOCAL PL,Food Service,ABC License Data,INDEPENDENT
WINE SPECTRUM INC. THE,SANTA ROSA,Sonoma,CA,,981 AIRWAY CT,Food Service,ABC License Data,INDEPENDENT
WINE SPECTRUM THE,SANTA ROSA,Sonoma,CA,,981 AIRWAY CT,Food Service,ABC License Data,INDEPENDENT
WINESPIES  THE,SANTA ROSA,Sonoma,CA,,1375 CORPORATE CENTER PKWY,Food Service,ABC License Data,INDEPENDENT
WINGSTOP SANTA 543,SANTA ROSA,Sonoma,CA,,760 STONY POINT RD,Food Service,ABC License Data,INDEPENDENT
WORLD MARKET,SANTA ROSA,Sonoma,CA,,2685 SANTA ROSA AVE,Food Service,ABC License Data,INDEPENDENT
XANDER SOREN WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,INDEPENDENT
YETI RESTAURANT,SANTA ROSA,Sonoma,CA,,190 FARMERS LN,Restaurant,ABC License Data,INDEPENDENT
YOUNGS MARKET COMPANY,SANTA ROSA,Sonoma,CA,,256 SUTTON PL,Food Service,ABC License Data,INDEPENDENT
ZEPALTAS WINES,SANTA ROSA,Sonoma,CA,,2738 CANTERBURY DR,Food Service,ABC License Data,INDEPENDENT
ZICKEFOOSE WINES,SANTA ROSA,Sonoma,CA,,2416 W COLLEGE AVE,Food Service,ABC License Data,INDEPENDENT
HALF WIT WINES,SEA RANCH,Sonoma,CA,,41025 ANNAPOLIS RD,Food Service,ABC License Data,INDEPENDENT
SEA RANCH GOLF LINKS,SEA RANCH,Sonoma,CA,,49300 HIGHWAY 1,Food Service,ABC License Data,INDEPENDENT
5 WELLS WINES LLC,SEBASTOPOL,Sonoma,CA,,3905 FREI RD,Food Service,ABC License Data,INDEPENDENT
ANDYS PRODUCE MARKET INC,SEBASTOPOL,Sonoma,CA,,1691 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
BILLS MARKET & DELI 2,SEBASTOPOL,Sonoma,CA,,3195 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
BOHEME WINES,SEBASTOPOL,Sonoma,CA,,2064 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
BOX WINE COMPANY,SEBASTOPOL,Sonoma,CA,,4950 ROSS RD,Food Service,ABC License Data,INDEPENDENT
CALEB LEISURE WINES,SEBASTOPOL,Sonoma,CA,,7613 WASHINGTON AVE,Food Service,ABC License Data,INDEPENDENT
CASTELLI WINERY,SEBASTOPOL,Sonoma,CA,,9760 GREEN VALLEY RD,Food Service,ABC License Data,INDEPENDENT
CIRQ WINERY,SEBASTOPOL,Sonoma,CA,,6751 LAGUNA PARK WY,Food Service,ABC License Data,INDEPENDENT
CMZ WINES,SEBASTOPOL,Sonoma,CA,,3599 CELESTA CT,Food Service,ABC License Data,INDEPENDENT
COMMUNITY MARKET,SEBASTOPOL,Sonoma,CA,,6762 SEBASTOPOL AVE,Food Service,ABC License Data,INDEPENDENT
COUNTRY WINE & LIQUOR,SEBASTOPOL,Sonoma,CA,,865 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
DARGENZIO WINERY @ SEBASTOPOL CFM,SEBASTOPOL,Sonoma,CA,,6901 MCKINLEY ST,Food Service,ABC License Data,INDEPENDENT
DEHLINGER WINERY,SEBASTOPOL,Sonoma,CA,,4101 VINE HILL RD,Food Service,ABC License Data,INDEPENDENT
DUTCH BILL CREEK WINERY,SEBASTOPOL,Sonoma,CA,,3280 HARRISON GRADE RD,Food Service,ABC License Data,INDEPENDENT
DUTTON ESTATE WINERY,SEBASTOPOL,Sonoma,CA,,8757 GREEN VALLEY RD,Food Service,ABC License Data,INDEPENDENT
ECO TERRENO WINES @ SEBASTOPOL CERTIFIED FARMER'S,SEBASTOPOL,Sonoma,CA,,6908 WEEKS WAY,Food Service,ABC License Data,INDEPENDENT
EL CORONEL MEXICAN RESTAURANT,SEBASTOPOL,Sonoma,CA,,1015 GRAVENSTEIN HWY SOUTH,Mexican Restaurant,ABC License Data,INDEPENDENT
EMME WINES,SEBASTOPOL,Sonoma,CA,,6780 MCKINLEY ST,Food Service,ABC License Data,INDEPENDENT
FALLON PLACE WINES,SEBASTOPOL,Sonoma,CA,,950 WEST SEXTON RD,Food Service,ABC License Data,INDEPENDENT
FANDEE'S RESTAURANT,SEBASTOPOL,Sonoma,CA,,7824 COVERT LN,Restaurant,ABC License Data,INDEPENDENT
FATHER JOHN WINES,SEBASTOPOL,Sonoma,CA,,7411 E HURLBUT AVE,Food Service,ABC License Data,INDEPENDENT
FERN BAR,SEBASTOPOL,Sonoma,CA,,6780 DEPOT ST,Bar,ABC License Data,INDEPENDENT
FIRCREST MARKET,SEBASTOPOL,Sonoma,CA,,998 GRAVENSTEIN HWY,Food Service,ABC License Data,INDEPENDENT
FITZ WINE CO.,SEBASTOPOL,Sonoma,CA,,2064 HWY 116 N,Food Service,ABC License Data,INDEPENDENT
FLOWERS VINEYARD & WINERY,SEBASTOPOL,Sonoma,CA,,2064 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
FREEMAN VINEYARD & WINERY,SEBASTOPOL,Sonoma,CA,,1300 MONTGOMERY RD,Food Service,ABC License Data,INDEPENDENT
FURTHERMORE WINES,SEBASTOPOL,Sonoma,CA,,3541 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
GENERO'S DELI,SEBASTOPOL,Sonoma,CA,,6760 MCKINLEY ST,Food Service,ABC License Data,INDEPENDENT
GHOST OF AUTUMN WINE,SEBASTOPOL,Sonoma,CA,,4950 ROSS RD,Food Service,ABC License Data,INDEPENDENT
GRAPECRAFT WINE MARKETING,SEBASTOPOL,Sonoma,CA,,1365 GRAVENSTEIN HWY S,Food Service,ABC License Data,INDEPENDENT
HESS COLLECTION WINERY THE,SEBASTOPOL,Sonoma,CA,,6761 MCKINLEY ST,Food Service,ABC License Data,INDEPENDENT
HILL OF TARA WINERY,SEBASTOPOL,Sonoma,CA,,2064 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
HOPMONK TAVERN,SEBASTOPOL,Sonoma,CA,,230 PETALUMA AVE,Bar,ABC License Data,INDEPENDENT
JAIMEE MOTLEY WINES,SEBASTOPOL,Sonoma,CA,,6780 MCKINLEY ST,Food Service,ABC License Data,INDEPENDENT
JJ CUSTOM WINES,SEBASTOPOL,Sonoma,CA,,2064 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
KATHMANDU CAFE AND GRILL,SEBASTOPOL,Sonoma,CA,,6761 SEBASTOPOL AVE,Restaurant,ABC License Data,INDEPENDENT
KELTOM ROOTS WINES,SEBASTOPOL,Sonoma,CA,,1609B FURLONG RD,Food Service,ABC License Data,INDEPENDENT
KOSHO JAPANESE RESTAURANT,SEBASTOPOL,Sonoma,CA,,6750 MCKINLEY ST,Restaurant,ABC License Data,INDEPENDENT
KOSTA BROWNE WINES,SEBASTOPOL,Sonoma,CA,,2064 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
KUKERI WINES,SEBASTOPOL,Sonoma,CA,,1446 INDUSTRIAL AVE,Food Service,ABC License Data,INDEPENDENT
LA ROCHELLE WINES,SEBASTOPOL,Sonoma,CA,,4950 ROSS RD,Food Service,ABC License Data,INDEPENDENT
LINEAGE WINERY LLC,SEBASTOPOL,Sonoma,CA,,3637 FREI RD,Food Service,ABC License Data,INDEPENDENT
LYNMAR ESTATE WINERY,SEBASTOPOL,Sonoma,CA,,3905 FREI RD,Food Service,ABC License Data,INDEPENDENT
MARCHELLE WINES,SEBASTOPOL,Sonoma,CA,,2064 HWY 116 N,Food Service,ABC License Data,INDEPENDENT
MARIMAR ESTATE VINEYARDS & WINERY,SEBASTOPOL,Sonoma,CA,,6780 MCKINLEY ST,Food Service,ABC License Data,INDEPENDENT
MARTHA'S OLD MEXICO RESTAURANT,SEBASTOPOL,Sonoma,CA,,305 N MAIN ST,Restaurant,ABC License Data,INDEPENDENT
MAYLENA WINES,SEBASTOPOL,Sonoma,CA,,4115 ROSS RD,Food Service,ABC License Data,INDEPENDENT
MCILROY WINES,SEBASTOPOL,Sonoma,CA,,4950 ROSS RD,Food Service,ABC License Data,INDEPENDENT
MEADOWCROFT WINES,SEBASTOPOL,Sonoma,CA,,1446 INDUSTRIAL AVE,Food Service,ABC License Data,INDEPENDENT
MERRY EDWARDS WINERY,SEBASTOPOL,Sonoma,CA,,2959 HIGHWAY 116 N,Food Service,ABC License Data,INDEPENDENT
MI PUEBLO MEXICAN RESTAURANT,SEBASTOPOL,Sonoma,CA,,173 PLEASANT HILL AVE N,Mexican Restaurant,ABC License Data,INDEPENDENT
MOMBOS PIZZA,SEBASTOPOL,Sonoma,CA,,560 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
NAIDU WINES,SEBASTOPOL,Sonoma,CA,,2567 BLUCHER VALLEY RD,Food Service,ABC License Data,INDEPENDENT
NAMASTE KITCHEN,SEBASTOPOL,Sonoma,CA,,7225 HEALDSBURG AVE,Food Service,ABC License Data,INDEPENDENT
OCHOAS MEXICAN RESTAURANT,SEBASTOPOL,Sonoma,CA,,777 GRAVENSTEIN HWY N,Mexican Restaurant,ABC License Data,INDEPENDENT
OWL RIDGE WINES,SEBASTOPOL,Sonoma,CA,,2064 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
PACIFIC MARKETS  #14,SEBASTOPOL,Sonoma,CA,,550 GRAVENSTEIN HWY N,Food Service,ABC License Data,INDEPENDENT
