name,dba,primary,city,county,state,zip,address,license_type,license_num,expiry
BERKELEY & STUART WINE COMPANY,BERKELEY & STUART WINE COMPANY,BERKELEY & STUART WINE COMPANY  LLC,SONOMA,Sonoma,CA,95476-9797,21889 8TH ST E,09,00624665,30-SEP-2026
BERTHOUD WINERY,BERTHOUD WINERY,BERTHOUD WINERY INC,SONOMA,Sonoma,CA,95476-4037,1265 CRAIG AVE,02,00470247,30-JUN-2026
BIG VILLAGE WINE COMPANY,BIG VILLAGE WINE COMPANY,BIG VILLAGE WINE COMPANY  LP.,SONOMA,Sonoma,CA,95476-2805,21692 8TH ST E,17,00519579,30-APR-2026
BIG VILLAGE WINE COMPANY,BIG VILLAGE WINE COMPANY,BIG VILLAGE WINE COMPANY  LP.,SONOMA,Sonoma,CA,95476-2805,21692 8TH ST E,20,00519579,30-APR-2026
BIRDHORSE WINES,BIRDHORSE WINES,BIRDHORSE WINES LLC,SONOMA,Sonoma,CA,95476-2801,21481 8TH ST E,02,00627288,30-JUN-2027
BLACKPOOLMATT'S WINE CLUB,BLACKPOOLMATT'S WINE CLUB,MATTHEW'S WORLD OF WINE AND DRINK  LLC,SONOMA,Sonoma,CA,95476-6609,445 2ND ST W,85,00616350,30-JUN-2027
BONNEAU WINERY,BONNEAU WINERY,BONNEAU WINERY LLC,SONOMA,Sonoma,CA,95476-2828,21660 8TH ST E,02,00609215,30-JUN-2027
BORDES WINES,BORDES WINES,BORDES WINES LLC,SONOMA,Sonoma,CA,95476,21783 CHAMPLIN CREEK LN,02,00648844,30-JUN-2027
BROADWAY MARKET,BROADWAY MARKET,LOCAL SONOMA INVESTORS INC,SONOMA,Sonoma,CA,95476-7509,20511 BROADWAY,21,00626002,31-JUL-2027
BRONCO WINE COMPANY,BRONCO WINE COMPANY,BRONCO WINE COMPANY,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,02,00282554,
BUENA VISTA WINERY,BUENA VISTA WINERY,WHEELER WINERY INC,SONOMA,Sonoma,CA,95476-4840,18000 OLD WINERY RD,02,00511975,30-JUN-2027
BUMP CITY WINE CO.,BUMP CITY WINE CO.,SMOLICH  MICHAEL FRANCIS,SONOMA,Sonoma,CA,95476-9282,23355 MILLERICK RD,02,00602504,30-JUN-2026
BURGERS & VINE BBQ JOINT,BURGERS & VINE BBQ JOINT,C2 HOSPITALITY PARTNERS  LLC,SONOMA,Sonoma,CA,95476-6702,400 1ST ST E,75,00531665,31-DEC-2026
BYDAND WINES,BYDAND WINES,BYDAND WINES  LLC,SONOMA,Sonoma,CA,95476-2835,1690 CARNEROS MEADOWS LN,02,00673472,30-JUN-2027
CAFE LA HAYE  LLC,CAFE LA HAYE  LLC,CAFE LA HAYE  LLC,SONOMA,Sonoma,CA,95476-6710,140 E NAPA ST,41,00665949,28-FEB-2027
CALEB LEISURE WINES,CALEB LEISURE WINES,CALEB LEISURE WINES LLC,SONOMA,Sonoma,CA,95476-6601,521 BROADWAY,02,00657617,30-JUN-2026
CALIFORNIA WINE SALES,CALIFORNIA WINE SALES,MARINO  MICHAEL D,SONOMA,Sonoma,CA,95476,22455 BROADWAY,20,00327874,30-NOV-2026
CALIFORNIA WINERIES & VINEYARDS,CALIFORNIA WINERIES & VINEYARDS,CALIFORNIA WINERIES & VINEYARDS LLC,SONOMA,Sonoma,CA,95476-2828,21660 8TH ST E,02,00606185,30-JUN-2026
CAMINO WINES,CAMINO WINES,BORCHARDT  TADEO ALBERTO,SONOMA,Sonoma,CA,95476-4877,1450 NUT TREE LN,20,00544838,30-JUN-2026
CAMINO WINES,CAMINO WINES,BORCHARDT  TADEO ALBERTO,SONOMA,Sonoma,CA,95476-4877,1450 NUT TREE LN,17,00544838,30-JUN-2026
CARNEROS DELI,CARNEROS DELI,BAMBURY INCORPORATED,SONOMA,Sonoma,CA,95476-9204,23001 ARNOLD DR,41,00252953,
CARNEROS DELI,CARNEROS DELI,BAMBURY INCORPORATED,SONOMA,Sonoma,CA,95476-9204,23001 ARNOLD DR,41,00252953,
CARNEROS DELI,CARNEROS DELI,BAMBURY INCORPORATED,SONOMA,Sonoma,CA,95476-9204,23001 ARNOLD DR,41,00252953,31-MAR-2027
CARNEROS HILLS WINERY,CARNEROS HILLS WINERY,JACKSON FAMILY WINES INC,SONOMA,Sonoma,CA,95476-9791,27000 RAMAL RD,02,00529875,30-JUN-2027
CARNEROS WINE COMPANY INC,CARNEROS WINE COMPANY INC,CARNEROS WINE COMPANY INC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00485484,30-JUN-2027
COBB WINES,COBB WINES,COBB WINES  LLC,SONOMA,Sonoma,CA,95476-9295,64 BONNEAU RD,02,00620147,30-JUN-2026
COBDEN WINI WINES,COBDEN WINI WINES,COBDEN WINI WINE CO. LLC,SONOMA,Sonoma,CA,95476-2805,21692 8TH ST E,02,00658975,30-JUN-2026
COMMUNITY CAFE,COMMUNITY CAFE,MEADOWBROOKE FOOD & BEVERAGE LLC,SONOMA,Sonoma,CA,95476-6414,875 W NAPA ST,41,00507577,
COMMUNITY CAFE,COMMUNITY CAFE,MEADOWBROOKE FOOD & BEVERAGE LLC,SONOMA,Sonoma,CA,95476-6414,875 W NAPA ST,58,00507577,
CR GRAYBEHL WINE COMPANY,CR GRAYBEHL WINE COMPANY,CRGRAYBEHL WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-4404,281 SIESTA WAY,20,00576348,28-FEB-2027
CR GRAYBEHL WINE COMPANY,CR GRAYBEHL WINE COMPANY,CRGRAYBEHL WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-4404,281 SIESTA WAY,17,00576348,28-FEB-2027
CVS PHARMACY STORE 9152,CVS PHARMACY STORE 9152,GARFIELD BEACH CVS LLC,SONOMA,Sonoma,CA,95476,201 W NAPA ST,21,00477879,31-MAY-2027
DARLING FAMILY WINES,DARLING FAMILY WINES,DARLING FAMILY WINES LLC,SONOMA,Sonoma,CA,95476-6738,27 E NAPA ST,02,00635715,30-JUN-2027
DAYLIGHT WINE COMPANY,DAYLIGHT WINE COMPANY,DAYLIGHT WINE COMPANY  LLC,SONOMA,Sonoma,CA,95476-6452,780 W NAPA ST,17,00535726,
DAYLIGHT WINE COMPANY,DAYLIGHT WINE COMPANY,DAYLIGHT WINE COMPANY  LLC,SONOMA,Sonoma,CA,95476-6452,780 W NAPA ST,20,00535726,
DELHI BELLY INDIAN BISTRO,DELHI BELLY INDIAN BISTRO,DELHI BELLY LLC,SONOMA,Sonoma,CA,95476-6602,522 BROADWAY,58,00559951,
DELHI BELLY INDIAN BISTRO,DELHI BELLY INDIAN BISTRO,DELHI BELLY LLC,SONOMA,Sonoma,CA,95476-6602,522 BROADWAY,41,00559951,
DELHI BELLY INDIAN BISTROS,DELHI BELLY INDIAN BISTROS,NMN INC,SONOMA,Sonoma,CA,95476-6602,522 BROADWAY,41,00667167,31-AUG-2026
DELILLE CELLARS,DELILLE CELLARS,DELILLE CELLARS LLC,SONOMA,Sonoma,CA,95476-6602,564 BROADWAY,10,00588258,30-SEP-2026
DESIRE LINES WINE CO.,DESIRE LINES WINE CO.,RASMUSSEN FAMILY WINES  LLC,SONOMA,Sonoma,CA,95476-2801,21481 8TH ST E   STE 15B,02,00588839,
DIOSA WINES LLC,DIOSA WINES LLC,DIOSA WINES LLC,SONOMA,Sonoma,CA,95476-2816,21684 8TH ST E,02,00670040,30-JUN-2026
DOS PIEDRAS WINES LLC,,DOS PIEDRAS WINES LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00625011,30-JUN-2026
DUNSTAN WINES,DUNSTAN WINES,SAND HILL WINES LLC,SONOMA,Sonoma,CA,95476,1951 FELDER RD,02,00585312,30-JUN-2027
DUNSTAN WINES,DUNSTAN WINES,SAND HILL WINES LLC,SONOMA,Sonoma,CA,95476-2826,22020 CARNEROS VINEYARD WAY,02,00627276,30-JUN-2027
DYSFUNCTIONAL FAMILY WINERY,DYSFUNCTIONAL FAMILY WINERY,HYDEOUT SONOMA LLC,SONOMA,Sonoma,CA,95476-9589,20680 HYDE RD,02,00644698,30-JUN-2026
E SAAN THAI HOUSE,E SAAN THAI HOUSE,E SAAN THAI HOUSE INC,SONOMA,Sonoma,CA,95476,18629 SONOMA HWY 88,41,00392385,31-JUL-2026
EASY STOP MARKET,EASY STOP MARKET,KALOYA  BARJINDER S,SONOMA,Sonoma,CA,95476-7403,925 BROADWAY,20,00544895,30-JUN-2027
ECO TERRENO WINES,ECO TERRENO WINES,ECO TERRENO WINES  INC.,SONOMA,Sonoma,CA,95476,19327 SONOMA HWY,02,00667517,30-JUN-2027
EL COYOTE MARKET & DELI,EL COYOTE MARKET & DELI,VASQUEZ QUIROZ   JAMEY,SONOMA,Sonoma,CA,95476,18615 SONOMA HWY,20,00627740,31-JUL-2026
EL GRAN TACO,EL GRAN TACO,TAQUERIA EL GRAN TACO  INC.,SONOMA,Sonoma,CA,95476-3978,40 CALLE DEL MONTE,41,00587974,28-FEB-2027
ENKIDU WINE,ENKIDU WINE,ENKIDU WINE LLC,SONOMA,Sonoma,CA,95476-9807,22985 BURNDALE RD,02,00625008,
ENKIDU WINE,ENKIDU WINE,ENKIDU WINE LLC,SONOMA,Sonoma,CA,95476-9807,22985 BURNDALE RD,02,00625008,30-JUN-2027
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,09,00532257,
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,12,00532257,
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,17,00532257,
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,18,00532257,
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,17,00532257,30-JUN-2027
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,18,00532257,31-AUG-2026
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,12,00532257,31-AUG-2026
EPICUREAN WINES,EPICUREAN WINES,EPICUREAN WINES LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,09,00532257,30-JUN-2027
ETRE WINES,ETRE WINES,WALKER  TRACEY BROWN,SONOMA,Sonoma,CA,95476-4047,1073 LARK AVE,17,00480494,31-JUL-2026
ETRE WINES,ETRE WINES,WALKER  TRACEY BROWN,SONOMA,Sonoma,CA,95476-4047,1073 LARK AVE,20,00480494,31-JUL-2026
FAYE WINE CELLARS LLC,,FAYE WINE CELLARS LLC,SONOMA,Sonoma,CA,95476,17041 SUMMER MEADOW LN,17,00665368,31-JAN-2027
FAYE WINE CELLARS LLC,,FAYE WINE CELLARS LLC,SONOMA,Sonoma,CA,95476,17041 SUMMER MEADOW LN,20,00665368,31-JAN-2027
FILAMENTS WINE,FILAMENTS WINE,THE KRATER GOOD  LLC,SONOMA,Sonoma,CA,95476,569 BARRACHI WY,17,00616928,30-SEP-2026
FILAMENTS WINE,FILAMENTS WINE,THE KRATER GOOD  LLC,SONOMA,Sonoma,CA,95476,569 BARRACHI WY,20,00616928,30-SEP-2026
FILOMENA WINE COMPANY,FILOMENA WINE COMPANY,NIO FAMILY WINES  LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00654193,30-JUN-2026
FLAMBEAUX WINE,FLAMBEAUX WINE,FLAMBEAUX WINE  LLC,SONOMA,Sonoma,CA,95476,21692 8TH ST E,02,00672314,30-JUN-2026
FLAMBEAUX WINE,FLAMBEAUX WINE,FLAMBEAUX WINE  LLC,SONOMA,Sonoma,CA,95476-2804,21692 8TH ST E,02,00665390,30-JUN-2026
FOLEY FAMILY WINES,FOLEY FAMILY WINES,FOLEY FAMILY WINES  INC.,SONOMA,Sonoma,CA,95476-5717,389 E 4TH ST,17,00485233,
FOLEY FAMILY WINES,FOLEY FAMILY WINES,FOLEY FAMILY WINES  INC.,SONOMA,Sonoma,CA,95476-5717,389 E 4TH ST,13,00485233,
FOLEY FAMILY WINES,FOLEY FAMILY WINES,FOLEY FAMILY WINES  INC.,SONOMA,Sonoma,CA,95476-5717,389 E 4TH ST,20,00485233,
FOLEY FAMILY WINES,FOLEY FAMILY WINES,FOLEY FAMILY WINES  INC.,SONOMA,Sonoma,CA,95476-5717,389 E 4TH ST,09,00485233,
FOUR BEARS WINERY,FOUR BEARS WINERY,FOUR BEARS WINERY LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00558397,
FREE FLOW WINES,FREE FLOW WINES,FREE FLOW WINES LLC,SONOMA,Sonoma,CA,95476-2842,21945 CARNEROS LAKE LN,02,00601150,30-JUN-2026
FREE FLOW WINES,FREE FLOW WINES,FREE FLOW WINES LLC,SONOMA,Sonoma,CA,95476-2842,21945 CARNEROS LAKE LN,14,00601150,31-DEC-2026
FRESH WINES,FRESH WINES,FRESH WINES LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00617911,30-JUN-2027
FRESH WINES,FRESH WINES,FRESH WINES LLC,SONOMA,Sonoma,CA,95476-6601,521 BROADWAY,02,00657541,30-JUN-2026
FULCRUM WINES,FULCRUM WINES,FULCRUM WINES LLC,SONOMA,Sonoma,CA,95476-6762,25 E NAPA ST,02,00568562,30-JUN-2027
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-4278,18361 RIVERSIDE DR,17,00607708,
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-4278,18361 RIVERSIDE DR,20,00607708,
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-4278,18361 RIVERSIDE DR,09,00607708,
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-9797,21889 8TH ST E,17,00624682,31-AUG-2026
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-9797,21889 8TH ST E,20,00624682,31-AUG-2026
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-9797,21889 8TH ST E,02,00624682,30-JUN-2027
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-3022,1700 MOON MOUNTAIN RD,02,00621273,30-JUN-2027
GAIL WINES,GAIL WINES,D.O.B WINE COMPANY LLC,SONOMA,Sonoma,CA,95476-9797,21889 8TH ST E,09,00624682,31-AUG-2026
GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA  LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00521473,30-JUN-2027
GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA  LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,14,00521473,31-JAN-2027
GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA  LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00590519,30-JUN-2027
GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA WINERY,GENERATIONS OF SONOMA  LLC,SONOMA,Sonoma,CA,95476-6738,27 E NAPA ST,02,00624068,30-JUN-2027
GLORIA FERRER WINERY,GLORIA FERRER WINERY,FREIXENET SONOMA CAVES INC,SONOMA,Sonoma,CA,95476-9285,23555 ARNOLD DR,02,00184686,30-JUN-2027
GLORIA FERRER WINERY,GLORIA FERRER WINERY,FREIXENET SONOMA CAVES INC,SONOMA,Sonoma,CA,95476-9285,23555 ARNOLD DR,04,00184686,31-MAY-2027
GLORIA FERRER WINERY,GLORIA FERRER WINERY,FREIXENET SONOMA CAVES INC,SONOMA,Sonoma,CA,95476-9285,23555 ARNOLD DR,06,00184686,31-MAY-2027
GLORIA FERRER WINERY,GLORIA FERRER WINERY,FREIXENET SONOMA CAVES INC,SONOMA,Sonoma,CA,95476-9285,23555 ARNOLD DR,09,00184686,30-JUN-2027
GLORIA FERRER WINERY,GLORIA FERRER WINERY,FREIXENET SONOMA CAVES INC,SONOMA,Sonoma,CA,95476-9285,23555 ARNOLD DR,81,00184686,30-JUN-2027
GOURMET TACO SHOP,GOURMET TACO SHOP,BOTELLO ZARCO  BLANCA ESTELA,SONOMA,Sonoma,CA,95476-5413,19235 SONOMA HWY,41,00521141,31-MAY-2027
GRAND NAPA WINE COMPANY,GRAND NAPA WINE COMPANY,GRAND NAPA WINE COMPANY  LLC,SONOMA,Sonoma,CA,95476-2828,21660 8TH ST E,02,00612007,30-JUN-2026
GRAND SCHEME WINES,GRAND SCHEME WINES,GRAND SCHEME WINES  LLC,SONOMA,Sonoma,CA,95476-2816,21684 8TH ST E,02,00669790,30-JUN-2027
GRAND SCHEME WINES,GRAND SCHEME WINES,GRAND SCHEME WINES  LLC,SONOMA,Sonoma,CA,95476-9717,2902 DALE AVE,02,00652574,30-JUN-2027
GRIEVE FAMILY WINES,GRIEVE FAMILY WINES,LOVALL VALLEY WINERY  LLC,SONOMA,Sonoma,CA,95476-6600,465 1ST ST W,02,00505496,30-JUN-2027
GRIEVE FAMILY WINES,GRIEVE FAMILY WINES,LOVALL VALLEY WINERY  LLC,SONOMA,Sonoma,CA,95476-6600,465 1ST ST W,17,00505496,30-NOV-2026
GRIEVE FAMILY WINES,GRIEVE FAMILY WINES,LOVALL VALLEY WINERY  LLC,SONOMA,Sonoma,CA,95476-6600,465 1ST ST W,20,00505496,30-NOV-2026
GUNDLACH BUNDSCHU WINERY,GUNDLACH BUNDSCHU WINERY,VINEBURG LLC,SONOMA,Sonoma,CA,95476,2000 DENMARK ST,02,00374705,30-JUN-2027
HAMEL FAMILY WINES,HAMEL FAMILY WINES,HAMEL FAMILY WINES LLC,SONOMA,Sonoma,CA,95476,15401 AND 15409 SONOMA HIGHWAY,02,00543231,30-JUN-2026
HAMILTON FAMILY WINES,HAMILTON FAMILY WINES,HAMILTON  GREGORY JOHN,SONOMA,Sonoma,CA,95476-2816,21684 8TH ST E,02,00625379,30-JUN-2026
HARVEST WINES INC,HARVEST WINES INC,HARVEST WINES INC,SONOMA,Sonoma,CA,95476-9743,22033 BONNESS RD,17,00425319,31-MAR-2027
HARVEST WINES INC,HARVEST WINES INC,HARVEST WINES INC,SONOMA,Sonoma,CA,95476-9743,22033 BONNESS RD,20,00425319,31-MAR-2027
HARVEST WINES INC,HARVEST WINES INC,HARVEST WINES INC,SONOMA,Sonoma,CA,95476-9743,22033 BONNESS RD,02,00425319,30-JUN-2027
HARVEST WINES INC,HARVEST WINES INC,HARVEST WINES INC,SONOMA,Sonoma,CA,95476-9743,22033 BONNESS RD,09,00425319,31-MAR-2027
HEADLEY WINE GROUP LLC,,HEADLEY WINE GROUP LLC,SONOMA,Sonoma,CA,95476-4766,16600 GEHRICKE RD,02,00485909,
HEARTH WINES LLC,HEARTH WINES LLC,HEARTH WINES LLC,SONOMA,Sonoma,CA,95476-5231,18970 OLIVE AVE,02,00595564,30-JUN-2027
HEIRS OF MY DREAM WINERY,HEIRS OF MY DREAM WINERY,HEIRS OF MY DREAM WINERY INC.,SONOMA,Sonoma,CA,95476-9807,22985 BURNDALE RD,02,00511689,30-JUN-2026
HENWOOD WINE,HENWOOD WINE,HENWOOD WINE LLC,SONOMA,Sonoma,CA,95476-4864,1541 N CASTLE RD,17,00674898,28-FEB-2027
HENWOOD WINE,HENWOOD WINE,HENWOOD WINE LLC,SONOMA,Sonoma,CA,95476-4864,1541 N CASTLE RD,20,00674898,28-FEB-2027
HOMEWOOD WINERY,HOMEWOOD WINERY,M M H INCORPORATED,SONOMA,Sonoma,CA,95476,23120 BURNDALE RD,02,00219635,30-JUN-2026
HOPMONK TAVERN,HOPMONK TAVERN,HOPMONK TAVERN-SONOMA LLC,SONOMA,Sonoma,CA,95476-7015,691 BROADWAY,47,00500695,31-OCT-2026
IL FOUCO PIZZA,IL FOUCO PIZZA,STEEL PIG  INC.,SONOMA,Sonoma,CA,95476-4328,18350 SONOMA HWY,41,00563111,30-NOV-2026
INDIAN LEAP LLC,INDIAN LEAP LLC,INDIAN LEAP  LLC,SONOMA,Sonoma,CA,95476-4913,2320 LOVALL VALLEY RD,17,00528376,31-JAN-2027
INDIAN LEAP LLC,INDIAN LEAP LLC,INDIAN LEAP  LLC,SONOMA,Sonoma,CA,95476-4913,2320 LOVALL VALLEY RD,20,00528376,31-JAN-2027
INDIAN LEAP LLC,INDIAN LEAP LLC,INDIAN LEAP  LLC,SONOMA,Sonoma,CA,95476,22097 BONNESS RD,02,00654592,30-JUN-2026
INDIAN LEAP LLC,INDIAN LEAP LLC,INDIAN LEAP  LLC,SONOMA,Sonoma,CA,95476-4913,2320 LOVALL VALLEY RD,02,00528376,30-JUN-2026
INTERGALACTIC WINE COMPANY,INTERGALACTIC WINE COMPANY,INTERGALACTIC WINE COMPANY  LLC,SONOMA,Sonoma,CA,95476-2828,21660 8TH ST E,02,00664630,30-JUN-2026
ISA WINES,ISA WINES,ISABELLA MORANO WINES  LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00660276,30-JUN-2027
ISA WINES,ISA WINES,ISABELLA MORANO WINES  LLC,SONOMA,Sonoma,CA,95476-6601,521 BROADWAY,02,00660281,30-JUN-2027
JACOB'S RESTAURANT,JACOB'S RESTAURANT,CHOCMOL LLC,SONOMA,Sonoma,CA,95476-7504,1266 BROADWAY,41,00627355,31-AUG-2026
JACOB'S RESTAURANT,JACOB'S RESTAURANT,CHOCMOL LLC,SONOMA,Sonoma,CA,95476-7504,1266 BROADWAY,58,00627355,31-AUG-2026
JOLIE LAIDE WINES,JOLIE LAIDE WINES,COLLECTIVE PERIL LLC,SONOMA,Sonoma,CA,95476-2816,21684 8TH ST E,02,00647067,30-JUN-2027
JOSEPH-JIBRIL WINES,JOSEPH-JIBRIL WINES,JOSEPH JIBRIL WINES LLC,SONOMA,Sonoma,CA,95476-2816,21684 8TH ST E,02,00671682,30-JUN-2026
JUMBO TIME WINES,JUMBO TIME WINES,JYOK BEV INC,SONOMA,Sonoma,CA,95476-2828,21660 8TH ST E,02,00638948,30-JUN-2026
KAMARIS WINES LLC,KAMARIS WINES LLC,KAMARIS WINES  LLC,SONOMA,Sonoma,CA,95476-9743,22097 BONNESS RD,02,00664889,30-JUN-2026
KAMEN ESTATE WINES,KAMEN ESTATE WINES,KAMEN WINES LLC,SONOMA,Sonoma,CA,95476-6709,111 E NAPA ST,02,00519837,30-JUN-2027
KASHUBA WINE  LLC,,KASHUBA WINE  LLC,SONOMA,Sonoma,CA,95476-3216,16490 ARNOLD DR,85,00645728,31-MAR-2027
KEEFE FAMILY WINES,KEEFE FAMILY WINES,KEEFE FAMILY WINES LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E STE 1,02,00652294,30-JUN-2027
KIONA VINEYARDS WINERY,KIONA VINEYARDS WINERY,KIONA VINEYARDS LLC,SONOMA,Sonoma,CA,95476-9590,20580 8TH ST E,10,00552436,31-MAY-2027
KISMET WINE,KISMET WINE,KISMET WINE INC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00588172,30-JUN-2027
KUTCH WINES,KUTCH WINES,KUTCH WINES,SONOMA,Sonoma,CA,95476-2826,22020 CARNEROS VINEYARD WAY,02,00623974,30-JUN-2026
KUTCH WINES,KUTCH WINES,KUTCH WINES,SONOMA,Sonoma,CA,95476-2826,22020 CARNEROS VINEYARD WAY,17,00623974,31-OCT-2026
KUTCH WINES,KUTCH WINES,KUTCH WINES,SONOMA,Sonoma,CA,95476-2826,22020 CARNEROS VINEYARD WAY,20,00623974,31-OCT-2026
KUTCH WINES,KUTCH WINES,KUTCH WINES,SONOMA,Sonoma,CA,95476-2826,22020 CARNEROS VINEYARD WAY,93,00623974,30-JUN-2026
LA HACIENDA GRILL,LA HACIENDA GRILL,EL METATE GRILL,SONOMA,Sonoma,CA,95476,561 5TH ST W,41,00600928,31-AUG-2026
LA LUKE WINES,LA LUKE WINES,LA LUKE WINES LLC,SONOMA,Sonoma,CA,95476-9205,23277 ARNOLD DR,20,00539876,30-NOV-2026
LA LUKE WINES,LA LUKE WINES,LA LUKE WINES LLC,SONOMA,Sonoma,CA,95476-9205,23277 ARNOLD DR,17,00539876,30-NOV-2026
LA PRENDA WINES,LA PRENDA WINES,WATER INTO WINE  INC.,SONOMA,Sonoma,CA,95476-8228,22380 BROADWAY,02,00555741,30-JUN-2027
LA PRENDA WINES,LA PRENDA WINES,WATER INTO WINE  INC.,SONOMA,Sonoma,CA,95476-6606,535 1ST ST W,02,00627504,30-JUN-2026
LA PRENDA WINES,LA PRENDA WINES,WATER INTO WINE  INC.,SONOMA,Sonoma,CA,95476,21945 CARNEROS LAKE LN,02,00619698,30-JUN-2027
LACUNA WINES,LACUNA WINES,BRICOLAGE BRANDS,SONOMA,Sonoma,CA,95476-2801,21481 8TH ST E,02,00618091,30-JUN-2027
LARSON FAMILY WINERY INC,,LARSON FAMILY WINERY INC,SONOMA,Sonoma,CA,95476-9282,23355 MILLERICK RD,02,00353485,30-JUN-2027
LARUE WINES,LARUE WINES,LARUE WINES  INC.,SONOMA,Sonoma,CA,95476-9295,64 BONNEAU RD,02,00604355,30-JUN-2027
LAS JARAS WINES,LAS JARAS WINES,LAS JARAS WINES  LLC,SONOMA,Sonoma,CA,95476-2835,1690 CARNEROS MEADOWS LN,02,00660190,30-JUN-2027
LAS JARAS WINES  LLC,,LAS JARAS WINES  LLC,SONOMA,Sonoma,CA,95476-7143,363 FRANCE ST,02,00592756,30-JUN-2027
LASALETTE RESTAURANT,LASALETTE RESTAURANT,AZEVEDO  KIMBERLEY CAYE,SONOMA,Sonoma,CA,95476,452 1ST ST E,41,00407290,28-FEB-2027
LEAP OF GRAPES WINES,LEAP OF GRAPES WINES,L'ETRANGER WINES  LLC,SONOMA,Sonoma,CA,95476-2816,21684 8TH ST E,02,00663226,30-JUN-2026
LEDSON VINEYARD & WINERY,LEDSON VINEYARD & WINERY,LEDSON  STEVE NOBLE,SONOMA,Sonoma,CA,95476-2802,21692 8TH ST E BLDG B,02,00569613,30-JUN-2027
LEDSON VINEYARD AND WINERY,LEDSON VINEYARD AND WINERY,LEDSON  STEVE NOBLE,SONOMA,Sonoma,CA,95476-2802,21692 8TH ST E,02,00423946,30-JUN-2027
LEVY RESTAURANTS AT INFINEON RACEWAY,LEVY RESTAURANTS AT INFINEON RACEWAY,LEVY PREMIUM FOODSERVICE L-PSHIP,SONOMA,Sonoma,CA,95476,29355 ARNOLD DR,47,00385138,31-MAY-2027
LEVY RESTAURANTS AT INFINEON RACEWAY,LEVY RESTAURANTS AT INFINEON RACEWAY,LEVY PREMIUM FOODSERVICE L-PSHIP,SONOMA,Sonoma,CA,95476,29355 ARNOLD DR,68,00385138,31-MAY-2027
LEVY RESTAURANTS AT INFINEON RACEWAY,LEVY RESTAURANTS AT INFINEON RACEWAY,LEVY PREMIUM FOODSERVICE L-PSHIP,SONOMA,Sonoma,CA,95476,29355 ARNOLD DR,47,00385138,31-MAY-2027
LLANDU ESTATE WINERY,LLANDU ESTATE WINERY,LLANDU ESTATE WINERY  LLC,SONOMA,Sonoma,CA,95476-9292,21481 8TH ST E,02,00547329,30-JUN-2027
